Id;Label;Genres;Netflix_original;Nombre_occurrence
70028883;Le Château ambulant;Films pour la famille,Films jeunesse et famille,Japonais,Animation japonaise inspirée de livres,Aventures en famille;False;1
70035186;Da Vinci Code;Thrillers,Intrigues,Films inspirés de livres;False;1
70044379;Inside Man;Films policiers,Policiers d'action,Films d'action;False;2
70044605;À la recherche du bonheur;Drames,Films inspirés de faits réels,Drames sociaux,Drames primés;False;3
70053461;Steppin';Drames,Films romantiques;False;1
70056430;Shooter, tireur d'élite;Intrigues,Films inspirés de livres,Films d'action;False;3
70060015;Je suis une légende;Films SF,Films inspirés de livres,Films d'action;False;2
70065116;Hitman;Films d'action;False;1
70079583;The Dark Knight : le chevalier noir;Films d'action;False;3
70104313;Sept vies;Drames,Films romantiques,Drames primés;False;1
70106454;Ponyo sur la falaise;Films pour la famille,Films jeunesse et famille,Japonais,Aventures en famille,Films d'animation;False;1
70108779;2012;Films SF,Films d'action;False;1
70113002;Very Bad Trip;Films comiques;False;2
70114497;Des mains en or;Drames,Films inspirés de faits réels,Drames sociaux,Drames primés;False;2
70119441;Le Dernier Maître de l'air;Films pour la famille,Films SF,Aventures en famille,Films d'action;False;1
70119811;The Blind Side;Drames,Films inspirés de livres,Films inspirés de faits réels,Drames primés;False;2
70120816;Les beaux gosses;Français,Films comiques;False;1
70125931;Karaté Kid;Films pour la famille,Films jeunesse et famille,Drames pour la famille,Films sur les arts martiaux;False;2
70127226;Night and Day;Comédies romantiques,Films comiques,Films romantiques,Films d'espionnage,Films d'action;False;1
70136120;The Office (US);Sitcoms,Séries comiques,Séries US;False;5
70136140;Star Trek;Séries pour la famille à voir ensemble,Séries d'action et d'aventure,Séries US;False;2
70140358;Arrested Development;Sitcoms,Séries comiques,Séries US;True;2
70140907;Faster;Films d'action;False;1
70142382;Laguna Beach: The Real Orange County;Séries pour ados,Téléréalité,Séries US;False;1
70142405;Avatar : Le dernier maître de l’air;Pour enfants,Séries pour la famille à voir ensemble,Dessins animés,Séries fantastiques;False;5
70142413;Chappelle's Show;Séries comiques,Séries US;False;1
70143830;The Big Bang Theory;Sitcoms,Séries comiques,Séries US;False;6
70143836;Breaking Bad;Séries US,Thrillers TV;False;6
70144327;Les Petits Mouchoirs;Français,Drames,Films comiques;False;1
70153373;Seinfeld;Sitcoms,Séries comiques,Séries US;False;6
70153385;Trailer Park Boys;Sitcoms,Canadien,Séries comiques;True;2
70153404;Friends;Sitcoms,Séries comiques,Séries US;False;9
70155579;Johnny Test;Pour enfants,Dessins animés;False;1
70155589;Community;Sitcoms,Séries comiques,Séries US;False;2
70155618;Gilmore Girls;Séries pour ados,Séries comiques,Séries comiques romantiques,Séries US;False;8
70158329;Star Trek : la nouvelle génération;Séries SF,Séries d'action et d'aventure,Séries US;False;1
70158331;Star Trek: Voyager;Séries pour la famille à voir ensemble,Séries SF,Séries d'action et d'aventure,Séries US;False;3
70158332;Star Trek: Enterprise;Séries SF,Séries d'action et d'aventure,Séries US;False;1
70162962;S.W.A.T.: Firefight;Films policiers,Policiers d'action,Films d'action;False;2
70171942;Archer;Sitcoms,Séries comiques,Séries d'action et d'aventure,Séries US;False;4
70177033;Winx Club;Pour enfants,Italien,Dessins animés;False;2
70177040;Dare Dare Motus: Collection Classique;Pour enfants,Britannique,Séries comiques,Dessins animés;False;1
70177057;The Walking Dead;Séries d'action et d'aventure,Séries US,Séries d'épouvante,Séries inspirées de B.D.;False;5
70178217;House of Cards;Séries politiques,Séries US,Thrillers TV;True;1
70178621;Voyage au centre de la Terre 2 : l'île mystérieuse;Films pour la famille,Aventures en famille,Films inspirés de livres,Films d'action;False;2
70180051;H2O;Pour enfants,Séries pour la famille à voir ensemble,Australien;False;4
70180088;Garfield & Cie;Pour enfants,Séries comiques,Dessins animés,Séries inspirées de B.D.;False;2
70187741;RuPaul's Drag Race;Téléréalité avec concours,Téléréalité,Séries US;True;3
70195800;Suits : avocats sur mesure;Séries judiciaires,Séries comiques,Séries US;False;4
70204980;Fullmetal Alchemist;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;1
70205012;Naruto;Anime SF et fantastique,Anime d'action,Séries pour la famille à voir ensemble,Japonais,Séries d'animation japonaise;False;4
70205672;La reine du sud;Mexicain,Séries inspirées de livres,Thrillers TV;True;2
70208104;Sécurité rapprochée;Films d'espionnage,Films d'action;False;2
70211391;Les aventures de Tintin;Pour enfants,Séries pour la famille à voir ensemble,Dessins animés,Séries inspirées de B.D.;False;3
70213130;Boys Over Flowers;Séries dramatiques romantiques,Séries dramatiques,Coréen,Séries pour ados,Séries inspirées de mangas;False;3
70213223;Downton Abbey;Séries dramatiques,Britannique,Films d'époque,Séries dramatiques sociales;False;5
70213238;Monty Python's Flying Circus;Britannique,Séries comiques;False;2
70216227;Arrietty, le petit monde des chapardeurs;Films pour la famille,Films jeunesse et famille,Japonais,Animation japonaise inspirée de livres,Aventures en famille;False;1
70218677;Think Like a Man;Comédies romantiques,Films comiques,Films romantiques,Films inspirés de livres;False;1
70218756;Ted;Films comiques;False;1
70230640;Django Unchained;Drames,Westerns,Drames sociaux,Drames primés;False;1
70234488;Yakari;Pour enfants,Belge,Séries inspirées de livres,Dessins animés,Séries inspirées de B.D.;False;1
70234499;Trotro;Pour enfants,Éducatif jeunesse,Dessins animés;False;1
70242311;Orange Is the New Black;Séries inspirées de livres,Séries comiques,Séries US,Séries inspirées de faits réels;True;7
70243449;Les cinq légendes;Films pour la famille,Films jeunesse et famille,Films inspirés de livres,Films d'animation;False;1
70243460;Capitaine Phillips;Thrillers,Films inspirés de livres,Films inspirés de faits réels;False;1
70244166;Pitch Perfect;Films comiques,Films inspirés de livres,Comédies musicales;False;1
70244568;Code Lyoko;Pour enfants,Dessins animés;False;1
70245012;Full House;Coréen,Séries comiques,Séries comiques romantiques,Séries inspirées de B.D.;False;1
70251536;Elysium;Films SF,Films d'action;False;2
70252898;Défis Extrêmes;Pour enfants,Séries pour la famille à voir ensemble,Canadien,Séries comiques,Dessins animés;False;1
70252973;LEGO Ninjago : Les maîtres du Spinjitzu;Pour enfants,Danois,Dessins animés,Séries scandinaves;False;2
70259782;DreamWorks: Histoires courtes;Pour enfants,Séries pour la famille à voir ensemble,Séries comiques,Dessins animés;False;1
70259784;DreamWorks: Joyeux Noël de Madagascar;Pour enfants,Séries pour la famille à voir ensemble,Séries comiques,Dessins animés;False;1
70264801;White House Down;Films d'action;False;1
70264888;Black Mirror;Britannique,Séries SF,Thrillers TV;True;4
70266998;Fairy Tail;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;5
70270408;Les Miller, une famille en herbe;Films comiques;False;1
70272726;The Fall;Britannique,Séries policières,Thrillers TV;False;1
70273371;Saint Seiya: The Lost Canvas;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;1
70281312;Blacklist;Séries policières,Séries US,Thrillers TV;False;8
70281343;Les sirènes de Mako;Pour enfants,Australien;False;2
70281562;Brooklyn Nine-Nine;Sitcoms,Séries comiques,Séries policières,Séries US;False;6
70283264;Les 100;Séries politiques,Séries SF,Séries inspirées de livres,Séries d'action et d'aventure,Séries US;False;8
70285581;Outlander;Séries politiques,Séries inspirées de livres,Séries d'action et d'aventure,Séries US,Séries fantastiques;True;9
70286809;Zig et Sharko;Pour enfants,Séries comiques,Dessins animés;False;1
70286901;Masha et Michka;Pour enfants,Russe,Dessins animés;False;2
70287700;Sam le pompier;Pour enfants,Britannique,Éducatif jeunesse,Dessins animés;False;1
70288408;Les nouvelles aventures de Lucky Luke;Pour enfants,Séries comiques,Dessins animés,Séries inspirées de B.D.;False;4
70295080;LOL (Laughing Out Loud) ®;Français,Comédies romantiques,Films comiques,Films romantiques;False;3
70299043;L'Attaque des Titans;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;2
70300472;Hunter X Hunter (2011);Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;1
70300800;BoJack Horseman;Sitcoms,Séries comiques,Séries US;True;3
70301870;Vikings;Séries politiques,Canadien,Séries d'action et d'aventure,Films d'époque;False;4
70305883;Marco Polo;Séries d'action et d'aventure,Films d'époque,Séries US;True;1
70305892;Equalizer;Films d'action;False;3
70305899;Dracula Untold;Films inspirés de livres,Films d'action;False;1
70305903;Interstellar;Films SF;False;2
70305907;Fury;Films sur l'armée,Films d'action;False;1
80000603;Naruto Shippuden;Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;False;5
80000770;Making a Murderer;Séries policières,Séries documentaires,Docus société et culture,Séries US,Documentaires inspirés de crimes réels;True;2
80001803;Ratz;Pour enfants,Séries comiques,Dessins animés;False;3
80001804;Les Zinzins de l'espace;Pour enfants,Séries comiques,Dessins animés;False;2
80002479;Peaky Blinders;Séries dramatiques,Britannique,Films d'époque;True;8
80002924;Sur la piste du Marsupilami;Films pour la famille,Films jeunesse et famille,Aventures en famille,Films comiques;False;1
80003196;Wakfu;Pour enfants,Dessins animés;False;2
80005772;Les lapins crétins : Invasion;Pour enfants,Séries comiques,Dessins animés;False;3
80007757;Inazuma Eleven;Pour enfants,Japonais,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise,Anime sportifs;False;4
80007912;Dinosaur King;Pour enfants,Anime d'action,Japonais,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise;False;1
80011206;Zoo;Séries SF,Séries inspirées de livres,Séries US,Thrillers TV;False;3
80011358;Le garçon d'à côté;Japonais,Anime romantique,Séries pour ados,Séries d'animation japonaise,Animes sur l'école;False;1
80013871;American Sniper;Films sur l'armée,Films inspirés de livres,Films inspirés de faits réels,Films d'action;False;1
80013872;Cinquante Nuances de Grey;Drames,Films romantiques,Films inspirés de livres;False;1
80014749;Rick et Morty;Sitcoms,Séries SF,Séries comiques,Séries d'action et d'aventure,Séries US;False;7
80015343;Diversion;Drames,Films comiques;False;1
80017167;La French;Français,Films inspirés de faits réels,Films d'action;False;4
80020935;Les Octonauts;Pour enfants,Britannique,Séries inspirées de livres,Éducatif jeunesse,Dessins animés;False;1
80021955;Better Call Saul;Séries dramatiques,Séries US;True;5
80023687;Tokyo Ghoul;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Anime d'horreur;False;3
80024057;Murder;Séries judiciaires,Séries d'intrigue,Séries policières,Séries US,Thrillers TV;False;5
80025172;Narcos;Séries d'action et d'aventure,Séries US,Thrillers TV,Séries inspirées de faits réels;True;6
80025494;Peppa Pig;Pour enfants,Britannique,Dessins animés;False;1
80025678;The Crown;Séries politiques,Séries dramatiques,Britannique,Séries inspirées de faits réels;True;4
80025744;Sense8;Séries SF,Séries US,Thrillers TV;True;4
80026226;PAW Patrol : La Pat'Patrouille;Pour enfants,Dessins animés;False;2
80026692;Totally Spies!;Pour enfants,Dessins animés;False;3
80027042;Flash;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;False;11
80027158;Jane the Virgin;Séries comiques,Séries comiques romantiques,Séries US;False;4
80027159;iZombie;Séries d'intrigue,Séries comiques,Séries US,Séries d'épouvante,Séries inspirées de B.D.;False;1
80027564;Sam & Cat;Pour enfants,Sitcoms,Séries comiques;False;1
80028732;F is for Family;Sitcoms,Séries comiques,Séries US;True;1
80029196;Jurassic World;Films SF,Films d'action;False;2
80031790;The Moon That Embraces The Sun;Séries dramatiques romantiques,Séries dramatiques,Coréen,Films d'époque;False;1
80035684;Pablo Escobar, le patron du mal;Séries dramatiques,Colombien,Séries inspirées de livres,Séries inspirées de faits réels;False;2
80036416;Un soupçon de magie;Séries pour la famille à voir ensemble,Séries US,Séries fantastiques;False;1
80037476;Pixels;Films SF,Films comiques,Films d'action;False;3
80038359;Mission: Impossible - Rogue Nation;Films d'espionnage,Films d'action;False;1
80039394;Dragons : Par delà les rives;Pour enfants,Séries pour la famille à voir ensemble,Séries inspirées de livres,Dessins animés;True;1
80044545;Beasts of No Nation;Films sur l'armée,Drames,Films indépendants,Films inspirés de livres,Drames primés;True;1
80044950;The OA;Séries SF,Séries d'intrigue,Séries US,Thrillers TV;True;4
80045948;Assassination Classroom;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Animes sur l'école;False;1
80049832;Notre planète;Séries pour la famille à voir ensemble,Britannique,Documentaires nature et écologie,Émissions sciences et nature,Docus sciences et nature;True;3
80049939;Chair de Poule - le film;Films pour la famille,Films jeunesse et famille,Aventures en famille,Films comiques,Films inspirés de livres;False;2
80050008;Les désastreuses aventures des orphelins Baudelaire;Pour enfants,Séries pour la famille à voir ensemble,Séries inspirées de livres,Séries comiques;True;1
80050063;The Seven Deadly Sins;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;True;1
80051137;La fête à la maison : 20 ans après;Sitcoms,Séries pour la famille à voir ensemble,Séries comiques,Séries US;True;3
80053476;Titeuf;Pour enfants,Dessins animés,Séries inspirées de B.D.;False;2
80057134;Henry Danger;Pour enfants,Sitcoms,Séries comiques;False;1
80057281;Stranger Things;Séries SF,Séries pour ados,Séries US,Séries d'épouvante;True;11
80057784;20 ans d'écart;Français,Comédies romantiques,Films comiques,Films romantiques;False;2
80057918;Lucifer;Séries policières,Séries US,Séries fantastiques,Séries inspirées de B.D.;True;9
80058397;CREED : L'HÉRITAGE DE ROCKY BALBOA;Drames,Drames primés;False;1
80058426;La Tête haute;Français,Drames,Drames primés;False;1
80058880;Mon roi;Français,Drames,Films romantiques,Drames primés;False;2
80060413;Heidi;Pour enfants,Séries inspirées de livres,Dessins animés;False;1
80064511;Seul contre tous;Drames,Films inspirés de faits réels,Drames sociaux;False;1
80065386;Supergirl;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;False;6
80066080;DC's Legends of Tomorrow;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;False;3
80066429;Ingobernable;Séries politiques,Séries dramatiques,Mexicain;True;1
80067930;13 Hours;Films sur l'armée,Films inspirés de livres,Films inspirés de faits réels,Films d'action;False;1
80070050;Poldark;Séries dramatiques romantiques,Séries dramatiques,Britannique,Séries inspirées de livres,Films d'époque;False;4
80073160;Babysitting;Français,Films comiques;False;2
80074220;3 %;Séries politiques,Brésilien,Séries SF;True;2
80074249;The Last Kingdom;Britannique,Séries inspirées de livres,Séries d'action et d'aventure,Films d'époque;True;6
80074781;Les Chaussures magiques;Films pour la famille,Films jeunesse et famille,Drames pour la famille,Drames;False;1
80077417;Colony;Séries politiques,Séries SF,Séries d'action et d'aventure,Séries US;False;2
80077977;The Ranch;Sitcoms,Séries comiques,Séries US;True;3
80084447;Shadowhunters: The Mortal Instruments;Séries SF,Séries inspirées de livres,Séries pour ados,Séries US,Séries d'épouvante;True;4
80090370;Détective Conan;Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Séries policières;False;5
80091595;Suicide Squad;Films d'action;False;1
80093133;Warcraft : Le Commencement;Films SF,Films d'action;False;1
80093324;The Empress Ki;Séries politiques,Coréen,Séries d'action et d'aventure,Films d'époque;False;3
80094318;Agents Presque Secrets;Films comiques,Films d'espionnage,Films d'action;False;2
80095241;Castlevania;Anime d'action,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise,Anime d'horreur,Séries US;True;1
80095697;Désenchantée;Séries comiques,Séries d'action et d'aventure,Séries US,Séries fantastiques;True;4
80095900;Haters Back Off;Séries pour la famille à voir ensemble,Séries pour ados,Séries comiques,Séries US;True;1
80097140;Altered Carbon;Séries SF,Séries inspirées de livres,Séries d'action et d'aventure,Séries policières,Séries US;True;2
80098200;Spectral;Films SF,Films sur l'armée,Films d'action;True;1
80098202;Jason Bourne;Films inspirés de livres,Films d'action;False;4
80099656;Frontier;Séries dramatiques,Canadien,Séries d'action et d'aventure,Films d'époque;True;1
80099974;Loving;Drames,Films romantiques,Films inspirés de faits réels,Drames sociaux;False;1
80100172;Dark;Allemand,Séries SF,Séries d'intrigue,Séries policières,Thrillers TV;True;6
80100929;Les Demoiselles du téléphone;Séries dramatiques romantiques,Séries dramatiques,Espagnol,Films d'époque;True;7
80103408;Teen Titans Go!;Pour enfants,Séries comiques,Dessins animés,Séries inspirées de B.D.;False;3
80104198;Perdus dans l'espace;Séries pour la famille à voir ensemble,Séries d'action et d'aventure,Séries US;True;4
80105699;Les voyageurs du temps;Canadien,Séries SF,Thrillers TV;True;2
80106136;Yo-Kai Watch;Pour enfants,Japonais,Anime inspiré d'un jeu vidéo,Séries d'animation japonaise;False;1
80107369;Reine du Sud;Séries inspirées de livres,Séries d'action et d'aventure,Séries US;False;1
80107989;La colline aux lapins;Séries dramatiques,Séries pour la famille à voir ensemble,Britannique,Séries inspirées de livres,Séries d'action et d'aventure;True;1
80108495;Glitch;Australien,Séries d'intrigue,Séries d'épouvante;True;2
80111373;Chesapeake Shores;Séries dramatiques romantiques,Séries dramatiques,Séries pour la famille à voir ensemble,Séries inspirées de livres,Séries US;False;1
80111425;Elle;Français,Thrillers,Films inspirés de livres;False;2
80113612;Fauda;Israélien,Séries d'action et d'aventure,Thrillers TV;True;2
80113647;Designated Survivor;Séries politiques,Séries US,Thrillers TV;True;4
80113701;The Good Place;Sitcoms,Séries comiques,Séries US;True;1
80115031;Divines;Français,Drames,Drames primés;False;1
80115432;Spirit : Au galop en toute liberté;Pour enfants,Dessins animés;True;1
80116922;Inside the World’s Toughest Prisons;Britannique,Séries documentaires;True;1
80117038;Big Mouth;Sitcoms,Séries comiques,Séries US;True;4
80117470;13 Reasons Why;Séries dramatiques,Séries inspirées de livres,Séries pour ados,Séries d'intrigue,Séries US;True;3
80117540;Atypical;Séries pour ados,Séries comiques,Séries US;True;1
80117552;Ozark;Séries US,Thrillers TV;True;3
80117555;Seven Seconds;Séries dramatiques,Séries policières,Séries US,Séries dramatiques sociales;True;1
80117694;Disjointed;Sitcoms,Séries comiques,Séries US;True;1
80117781;Saiki Kusuo no Ψ Nan;Anime SF et fantastique,Japonais,Séries d'animation japonaise,Animes sur l'école,Séries inspirées de mangas;False;1
80117803;Comment élever un super-héros;Pour enfants,Séries pour la famille à voir ensemble,Séries inspirées de B.D.;True;3
80117809;On My Block;Séries pour ados,Séries comiques,Séries comiques romantiques,Séries US;True;3
80119234;Bright;Films policiers,Policiers d'action,Films d'action;True;1
80119411;Captive;Séries dramatiques,Canadien,Séries inspirées de livres,Films d'époque;True;1
80121349;Van Helsing;Canadien,Séries d'action et d'aventure,Séries d'épouvante,Séries fantastiques,Séries inspirées de B.D.;True;2
80121387;Elisa et Marcela;Espagnol,Films LGBTQ+,Drames,Films romantiques,Films d'époque;True;2
80123798;Descendants of the Sun;Séries dramatiques romantiques,Séries dramatiques,Coréen;False;1
80124680;Gad Elmaleh Part en Live;Français,Stand-up;True;1
80126646;Carnivore;Documentaires nature et écologie,Émissions sciences et nature,Docus sciences et nature,Séries documentaires,Séries US;True;1
80130521;Amandine Malabul, sorcière maladroite;Pour enfants,Britannique,Séries inspirées de livres;True;1
80131739;Go Fast;Français,Films policiers,Policiers d'action,Films d'action;False;1
80133042;El Chapo;Séries d'action et d'aventure,Séries US,Thrillers TV;True;1
80133311;Riverdale;Séries dramatiques,Séries pour ados,Séries d'intrigue,Séries US,Séries inspirées de B.D.;True;5
80133335;Dix pour cent;Français,Séries comiques;False;2
80133543;La Grande Muraille;Films d'action;False;2
80134695;Zoe et Raven;Pour enfants,Séries pour la famille à voir ensemble,Britannique;True;3
80135414;The Mist;Séries SF,Séries inspirées de livres,Séries US,Séries d'épouvante;True;2
80136311;Anne with an E;Séries dramatiques,Séries pour la famille à voir ensemble,Canadien,Séries inspirées de livres,Séries pour ados;True;4
80140955;Greenleaf;Séries dramatiques,Séries US;True;2
80141172;The Guardians of Justice;Séries SF,Séries d'intrigue,Séries comiques,Séries d'action et d'aventure,Séries US;True;1
80142058;Naked;Comédies romantiques,Films comiques,Films romantiques;True;1
80143556;The Kissing Booth;Comédies romantiques,Films comiques,Films romantiques,Films inspirés de livres,Films pour ados;True;1
80146601;Les tribulations culinaires de Phil;Émissions de cuisine et voyages,Téléréalité,Documentaires voyages et aventure,Séries documentaires,Docus société et culture;True;1
80152350;Neo Yokio;Séries pour ados,Séries comiques,Séries US,Séries fantastiques;True;1
80153467;Unbelievable;Séries dramatiques,Séries policières,Séries US,Séries inspirées de faits réels;True;5
80154610;The Rain;Danois,Séries SF,Séries pour ados,Séries scandinaves,Thrillers TV;True;2
80157091;Wonder Woman;Films d'action;False;1
80158583;Baywatch: Alerte à Malibu;Films comiques,Films d'action;False;2
80160037;Queer Eye;Téléréalité,Séries US,Style de vie;True;3
80161352;La Momie;Films d'action;False;1
80161921;Security;Films d'action;False;1
80164216;Miraculous: Tales of Ladybug & Cat Noir;Pour enfants,Dessins animés;False;3
80165247;72 animaux dangereux en Amérique latine;Australien,Documentaires nature et écologie,Émissions sciences et nature,Docus sciences et nature,Séries documentaires;True;1
80166239;Zak Storm, super pirate;Pour enfants,Dessins animés;False;1
80166369;Spider-Man: Homecoming;Films SF,Films d'action;False;2
80168068;Love Alarm;Séries dramatiques romantiques,Séries dramatiques,Coréen,Séries pour ados,Dramas coréens inspirés de webtoons;True;1
80168079;Icare;Films documentaires,Documentaires inspirés de crimes réels;True;1
80170280;Valérian et la Cité des Mille Planètes;Français,Films SF,Films d'action;False;5
80171099;Salvation;Séries SF,Séries US,Thrillers TV;False;1
80171678;Burn Out;Français,Films d'action;False;2
80174285;Alexa et Katie;Pour enfants,Sitcoms,Séries pour la famille à voir ensemble,Séries comiques;True;2
80174479;Final Space;Séries SF,Séries comiques,Séries d'action et d'aventure,Séries US;False;4
80174608;Love, Death & Robots;Séries SF,Séries d'action et d'aventure,Séries US,Thrillers TV,Séries d'épouvante;True;6
80175351;Gambling school;Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Anime dramatique,Animes sur l'école;True;1
80175802;The Sinner;Séries inspirées de livres,Séries d'intrigue,Séries policières,Séries US,Thrillers TV;False;2
80176234;Kara Para Ask;Séries dramatiques,Turc,Séries policières;False;1
80176893;Good Doctor;Séries médicales,Séries dramatiques,Séries US,Séries dramatiques sociales;False;7
80177342;Good Girls;Séries comiques,Séries US;True;1
80177416;Unsolved;Musique,Séries dramatiques,Séries inspirées de livres,Culture Hip-hop,Séries policières;True;3
80177458;Snowpiercer;Séries politiques,Séries SF,Séries d'action et d'aventure,Séries US,Thrillers TV;True;5
80177803;Barons de la drogue;Séries documentaires,Séries US,Documentaires inspirés de crimes réels;True;2
80178687;Black Lightning;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;True;2
80178943;Baby Boss : les affaires reprennent;Pour enfants,Séries pour la famille à voir ensemble,Séries inspirées de livres,Séries comiques,Dessins animés;True;1
80179190;Mes premières fois;Séries pour ados,Séries comiques,Séries US;True;8
80179394;Dynastie;Séries dramatiques,Séries US,Séries dramatiques sociales;True;3
80179831;JoJo's Bizarre Adventure;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de mangas;True;3
80179905;Insatiable;Séries pour ados,Séries comiques,Séries US;True;1
80180171;Kingdom;Séries politiques,Coréen,Séries d'action et d'aventure,Films d'époque,Dramas coréens inspirés de webtoons;True;2
80184771;Dans le cerveau de Bill Gates;Documentaires nature et écologie,Émissions sciences et nature,Docus sciences et nature,Documentaires biographiques,Séries documentaires;True;1
80185065;Dans la tête des criminels;Tchèque,Séries documentaires,Documentaires inspirés de crimes réels;True;1
80185760;Blade Runner 2049;Films SF,Films policiers,Policiers d'action,Films d'action;False;2
80185870;Marshall : La vérité sur l'affaire Spell;Drames,Films judiciaires,Films inspirés de faits réels;False;1
80186863;Umbrella Academy;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;True;6
80187223;Pyjamasques;Pour enfants,Séries inspirées de livres,Dessins animés;False;1
80187362;Justice League;Films d'action;False;1
80189221;The Haunting of Hill House;Séries inspirées de livres,Séries d'intrigue,Séries US,Séries d'épouvante;True;2
80189630;Une femme de tête;Comédies romantiques,Drames,Films comiques,Films romantiques,Films inspirés de livres;True;1
80189685;The Witcher;Séries inspirées de livres,Séries d'action et d'aventure,Séries US,Séries fantastiques;True;8
80189829;The Protector;Turc,Séries inspirées de livres,Séries d'action et d'aventure,Thrillers TV,Séries fantastiques;True;5
80190097;13 Novembre : Fluctuat Nec Mergitur;Séries documentaires,Docus société et culture,Séries US,Documentaires inspirés de crimes réels;True;2
80191008;Parasite : la maxime;Anime SF et fantastique,Japonais,Séries d'animation japonaise,Anime d'horreur,Séries d'épouvante;False;2
80191522;Paradise Police;Séries comiques,Séries US;True;3
80191876;Pattaya;Français,Films comiques;False;1
80192098;La casa de papel;Espagnol,Séries policières,Thrillers TV;True;10
80192187;Triple frontière;Films d'action;True;3
80192947;Un homme à la hauteur;Français,Comédies romantiques,Films comiques,Films romantiques;False;2
80194671;L'ascension;Français,Comédies romantiques,Drames,Films comiques,Films romantiques;False;4
80194704;Car Masters : De la rouille à l'or;Téléréalité,Séries US;True;1
80194956;La disparition de Maddie McCann;Séries policières,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;True;2
80195357;Cannon Busters;Anime SF et fantastique,Anime d'action,Japonais,Séries d'animation japonaise,Séries inspirées de B.D.;True;2
80196149;Les souvenirs;Français,Drames,Films comiques,Films inspirés de livres;False;1
