Source;Target
60023642;81143068
60023642;81316559
60023642;70028883
60024918;81040362
60024918;80218306
60024918;81074110
60024918;81252357
60024918;81171201
60024918;80158764
60024918;60022974
60024918;81023636
60024918;80117799
60024918;80098200
60024918;81194641
60024918;80236421
60024918;80206300
60024918;81277430
60024918;80244645
60024918;81044417
60024918;81067760
60024918;80017529
60024918;80167481
60024918;70264801
60024918;70123711
60024918;70028905
60024918;80210920
60024918;80241318
60024918;80067831
60024922;60011152
60024922;60029681
60024922;80013871
60024922;60020749
60024922;80217669
60024922;994992
60024922;70132721
60024922;80216302
60024922;70053461
60024922;81603987
60024922;70084788
60024922;80226923
60024922;328438
60024922;80096984
60024922;81135138
60024922;80169469
60024922;80177416
60024922;80015343
60024922;80207506
60024922;70178624
60024922;60011663
60024922;81092221
60024922;80242342
60024922;70044605
60024922;81580045
60024922;81557402
60024942;60011152
60024942;80101899
60024942;81064867
60024942;70167068
60024942;60029681
60024942;80013871
60024942;81252357
60024942;81058432
60024942;70132721
60024942;268371
60024942;60036246
60024942;81603987
60024942;70084788
60024942;80170278
60024942;60024922
60024942;328438
60024942;70189289
60024942;80015343
60024942;70243453
60024942;80207506
60024942;70230640
60024942;60011663
60024942;81481477
60024942;81092221
60024942;80121192
60024942;70243460
60024942;1151721
60024942;81140933
60024942;80017529
60024942;70044605
60024942;70305903
60024942;70201437
60024942;18907685
60024942;80241318
60027106;80158156
60027106;81478031
60027106;81214399
60027106;81475311
60027106;81316559
60027106;70019058
60027106;70045021
60027106;81050106
60027106;70216227
60027106;81616116
60027106;60020686
60027106;70109889
60027106;81143068
60027106;81451264
60027106;81026605
60027106;70019062
60027106;70106454
60027393;80158156
60027393;70250213
60027393;81478031
60027393;81214399
60027393;81475311
60027393;81316559
60027393;80002924
60027393;70019058
60027393;70045021
60027393;70216227
60027393;60020686
60027393;70109889
60027393;81143068
60027393;81026605
60027393;70019062
60027393;60027106
60027393;70106454
60028308;60011152
60028308;80190859
60028308;70208104
60028308;70305907
60028308;80013871
60028308;80014727
60028308;70305899
60028308;70189304
60028308;60022974
60028308;80098202
60028308;60001044
60028308;81603987
60028308;445386
60028308;60026139
60028308;70099790
60028308;80197619
60028308;20559714
60028308;60011663
60028308;80182016
60028308;5670479
60028308;81035551
60028308;80133543
60028308;70111323
60028308;505789
60028308;60020626
60028308;80017529
60028308;70056430
60028308;81582615
60028308;70056440
60028308;81557402
60029196;80200961
60029196;60023619
60029196;81397077
60029196;81001887
60029196;81410784
60029196;81171201
60029196;60022974
60029196;81161626
60029196;81279324
60029196;81304948
60029196;70017716
60029196;70102746
60029196;80067930
60029196;80038359
60029196;70173048
60029196;70140907
60029196;80230399
60029196;81005492
60029196;81160697
60029196;81038963
60029196;70264801
60029196;81557402
60029196;70065116
60032294;80158156
60032294;81478031
60032294;70216227
60032294;60027106
60032294;70250213
60032294;81475311
60032294;70045021
60032294;81451264
60032294;70019062
60032294;81026605
60032294;70106454
60032294;81214399
60032294;81050106
60032294;60020686
60032294;60027393
60032294;70019058
60032294;81616116
60032294;81143068
60032294;81316559
600346;70181623
600346;81220825
600346;81012821
600346;80992263
600346;70121502
600346;70109889
600346;70047102
600346;70250213
600346;60027689
600346;60022058
600346;70298991
600346;80233925
600346;81011712
600346;60031264
600346;70243449
600346;70084792
600346;60034386
600346;60020686
600346;80172283
600346;28631029
600346;81018682
600346;81023618
600346;70220028
600346;70033005
600346;60034572
600346;986399
70002007;70305922
70002007;80992263
70002007;70121502
70002007;70109889
70002007;70047102
70002007;70011204
70002007;70298991
70002007;80233925
70002007;70269568
70002007;80011621
70002007;80071348
70002007;80048061
70002007;60031264
70002007;70243449
70002007;60034386
70002007;81050106
70002007;81312563
70002007;60020686
70002007;70113007
70002007;81018682
70002007;70220028
70002007;70197459
70002007;80121840
70002007;70033005
70002007;60034572
70002007;70267728
70020509;81370440
70020509;81612863
70020509;70208104
70020509;60029681
70020509;80013871
70020509;60029196
70020509;80111425
70020509;81280035
70020509;81397077
70020509;80071227
70020509;70189304
70020509;60022974
70020509;80098202
70020509;60036246
70020509;80190534
70020509;81279324
70020509;81304948
70020509;70044379
70020509;70102746
70020509;80170988
70020509;70189289
70020509;60026139
70020509;70305892
70020509;81576597
70020509;81160697
70020509;81557402
70020509;80236390
70020509;70243460
70020509;1151721
70020509;80017529
70020509;70056430
70020509;80210920
70020509;18907685
70020509;60021783
70021642;60001650
70021642;60022974
70021642;81171201
70021642;80017529
70021642;70208599
70021642;70058020
70021642;81161626
70021642;81160697
70021642;80071227
70021642;70102746
70021642;81044417
70021642;60021783
70021642;80218200
70021642;81092221
70028883;80158156
70028883;81478031
70028883;70216227
70028883;70109889
70028883;70142405
70028883;60027106
70028883;70045021
70028883;81026605
70028883;70019062
70028883;70106454
70028883;81214399
70028883;60032294
70028883;70243449
70028883;60020686
70028883;60027393
70028883;70019058
70028883;81616116
70028883;81143068
70028883;81316559
70035186;60021783
70035186;70208104
70035186;70058020
70035186;60001822
70035186;81444818
70035186;60022974
70035186;60036246
70035186;70058024
70035186;60001220
70035186;27828200
70035186;80038359
70035186;81128579
70035186;60002273
70035186;60026139
70035186;70011211
70035186;70108779
70035186;18958127
70035186;80124506
70035186;81092221
70035186;873159
70035186;70243460
70035186;70021642
70035186;70056430
70035186;60023071
70035186;70065116
70044379;81612863
70044379;81370440
70044379;70065116
70044379;81280035
70044379;81397077
70044379;81332052
70044379;80049281
70044379;80071227
70044379;60022974
70044379;60036246
70044379;81279324
70044379;70102746
70044379;27828200
70044379;80170988
70044379;81198448
70044379;60002273
70044379;70202145
70044379;81450827
70044379;81576597
70044379;80192187
70044379;81160697
70044379;81005492
70044379;873159
70044379;80017529
70044379;70056430
70044379;70264801
70044379;80210920
70044379;60021783
70044605;60011152
70044605;80064511
70044605;80101899
70044605;80128245
70044605;80013871
70044605;81435227
70044605;80221908
70044605;70132721
70044605;81239779
70044605;268371
70044605;80081151
70044605;70084788
70044605;81075659
70044605;328438
70044605;70114497
70044605;80096984
70044605;81135138
70044605;80200047
70044605;80015343
70044605;81242205
70044605;70243453
70044605;80176893
70044605;18171073
70044605;80207506
70044605;60011663
70044605;81092221
70044605;80242342
70044605;80241181
70044605;80073823
70044605;81349306
70044605;81140933
70044605;80017529
70044605;70104313
70044605;70305903
70044605;70201437
70053461;81002685
70053461;80212986
70053461;81476183
70053461;60020749
70053461;81252928
70053461;80221908
70053461;80216302
70053461;70197438
70053461;81304948
70053461;445386
70053461;80096984
70053461;81043665
70053461;328438
70053461;80187107
70053461;80994878
70053461;70243457
70053461;70218677
70053461;80176893
70053461;70178624
70053461;80242342
70053461;80241181
70053461;81318514
70053461;81248118
70053461;81580045
70053461;81388078
70053461;80241318
70056430;81370440
70056430;81612863
70056430;70208104
70056430;80013871
70056430;60029196
70056430;80111425
70056430;81397077
70056430;81171201
70056430;80071227
70056430;80218200
70056430;70189304
70056430;60022974
70056430;80190534
70056430;81483306
70056430;81279324
70056430;81304948
70056430;81495803
70056430;80067930
70056430;60026139
70056430;81195027
70056430;80230399
70056430;81458368
70056430;70305892
70056430;81576597
70056430;81005492
70056430;81160697
70056430;81557402
70056430;80236390
70056430;80017529
70056430;70264801
70056430;80210920
70060015;70097577
70060015;81043660
70060015;70251536
70060015;81171201
70060015;80204465
70060015;81046394
70060015;81186049
70060015;81161626
70060015;80117799
70060015;81128579
70060015;81057361
70060015;80119234
70060015;70108779
70060015;81277430
70060015;80196789
70060015;70177057
70060015;70217910
70060015;60001650
70060015;80017529
70060015;80167481
70060015;70123711
70060015;70028905
70060015;70056440
70060015;80210920
70060015;80241318
70060015;80067831
70065116;81034865
70065116;81086887
70065116;81171201
70065116;81001887
70065116;80014727
70065116;80071227
70065116;60022974
70065116;81161626
70065116;80216200
70065116;70102746
70065116;80170988
70065116;80038359
70065116;70041961
70065116;81043995
70065116;70173048
70065116;70140907
70065116;80230399
70065116;80210920
70065116;80076698
70065116;81576597
70065116;81160697
70065116;70021642
70065116;80223052
70065116;81038963
70065116;70264801
70065116;81557402
70079583;60021783
70079583;80029196
70079583;70208599
70079583;60029681
70079583;80013871
70079583;70097577
70079583;80091595
70079583;81280035
70079583;80218200
70079583;70305899
70079583;80027042
70079583;80071227
70079583;70293702
70079583;80187362
70079583;81161626
70079583;70143836
70079583;70044379
70079583;60026139
70079583;81057361
70079583;70208247
70079583;70305892
70079583;81160697
70079583;81092221
70079583;80017529
70079583;70060015
70079583;70056440
70079583;70065116
70104313;60011152
70104313;80101899
70104313;81064867
70104313;80221908
70104313;81435227
70104313;70058017
70104313;80097391
70104313;70132721
70104313;81211846
70104313;268371
70104313;80202075
70104313;70084788
70104313;445386
70104313;70189289
70104313;80200047
70104313;81242205
70104313;693960
70104313;81041317
70104313;80176893
70104313;18171073
70104313;81092221
70104313;1179053
70104313;80241181
70104313;80017529
70104313;70305903
70104313;70201437
70106454;80158156
70106454;81478031
70106454;81214399
70106454;81475311
70106454;70197459
70106454;70019058
70106454;70045021
70106454;70019062
70106454;81050106
70106454;70216227
70106454;81616116
70106454;60020686
70106454;70109889
70106454;81143068
70106454;81451264
70106454;81026605
70106454;81316559
70106454;70113007
70108779;80210932
70108779;22013422
70108779;81040362
70108779;80218306
70108779;81252357
70108779;70251536
70108779;80158764
70108779;60022974
70108779;60024918
70108779;80117799
70108779;80094622
70108779;80236421
70108779;81277430
70108779;80196789
70108779;81044417
70108779;60004473
70108779;60001650
70108779;80017529
70108779;80167481
70108779;70264801
70108779;70123711
70108779;60036256
70108779;80241318
70108779;80067831
70113002;81324724
70113002;80171706
70113002;80243600
70113002;70097577
70113002;70028904
70113002;70267242
70113002;70153404
70113002;81397077
70113002;60034587
70113002;24063311
70113002;80993280
70113002;60022059
70113002;70143830
70113002;81161828
70113002;81161626
70113002;70125231
70113002;70270408
70113002;70087541
70113002;81033865
70113002;70244166
70113002;81404276
70113002;70202145
70113002;80015343
70113002;80079256
70113002;60031264
70113002;70208247
70113002;80073160
70113002;215309
70113002;70044593
70113002;80191876
70113002;70281562
70113002;70123711
70113002;70218756
70113002;80158583
70114497;81298682
70114497;80064511
70114497;80203869
70114497;81210670
70114497;80128245
70114497;80184824
70114497;81435227
70114497;70132721
70114497;81211846
70114497;268371
70114497;80081151
70114497;80141765
70114497;80202075
70114497;81075659
70114497;81184485
70114497;80200047
70114497;80185870
70114497;81054619
70114497;81242205
70114497;80176893
70114497;60011663
70114497;80241181
70114497;80066891
70114497;18962448
70114497;80017529
70114497;70104313
70114497;81580045
70114497;70201437
70114497;80241318
70119441;81231974
70119441;80993105
70119441;80029196
70119441;70208599
70119441;80992263
70119441;80091595
70119441;70293702
70119441;81245455
70119441;80117803
70119441;80184682
70119441;80187362
70119441;81026605
70119441;70099790
70119441;80216309
70119441;70108779
70119441;81044417
70119441;80133543
70119441;80017529
70119441;80093133
70119441;80218885
70119441;70056430
70119441;70178621
70119441;70056440
70119441;80161352
70119441;80179070
70119811;80064511
70119811;60024942
70119811;80101899
70119811;81435227
70119811;80221908
70119811;60000417
70119811;70132721
70119811;81211846
70119811;268371
70119811;81161372
70119811;80081151
70119811;80190534
70119811;70084788
70119811;60024922
70119811;80096984
70119811;70114497
70119811;80058880
70119811;81135138
70119811;60000880
70119811;80200047
70119811;18171073
70119811;80207506
70119811;60011663
70119811;70135893
70119811;80242342
70119811;80073823
70119811;81140933
70119811;81028975
70119811;80017529
70119811;70044605
70119811;70104313
70119811;81623351
70119811;70201437
70119811;80241318
70120816;80197526
70120816;80175421
70120816;81064867
70120816;70167068
70120816;80212986
70120816;81397077
70120816;81466149
70120816;81691686
70120816;80987464
70120816;81459281
70120816;81600424
70120816;81623360
70120816;80133335
70120816;80235928
70120816;81275653
70120816;81580024
70120816;70144327
70120816;81581068
70120816;81041317
70120816;70136041
70120816;215309
70120816;80191876
70120816;81435370
70120816;81088495
70120816;81520506
70120816;81416977
70125931;81186971
70125931;81427442
70125931;80204447
70125931;81024153
70125931;80992263
70125931;80993016
70125931;60027689
70125931;60022058
70125931;600346
70125931;80117803
70125931;70298991
70125931;81026605
70125931;81011712
70125931;80071348
70125931;80002924
70125931;80994666
70125931;80241136
70125931;60031264
70125931;60020686
70125931;28631029
70125931;70021640
70125931;81023618
70125931;70033005
70125931;81616116
70125931;60034572
70125931;986399
70125931;70267728
70127226;60021783
70127226;80029196
70127226;70208104
70127226;80200573
70127226;70167068
70127226;80161352
70127226;80013871
70127226;81253859
70127226;60003509
70127226;80993280
70127226;60022974
70127226;81161626
70127226;70270408
70127226;70041961
70127226;80038359
70127226;70173048
70127226;80015343
70127226;80073160
70127226;80121192
70127226;80017529
70127226;70056430
70127226;70264801
70127226;70123711
70127226;60002360
70127226;60023071
70127226;70065116
70136120;81516751
70136120;81324724
70136120;81231974
70136120;80998491
70136120;70140358
70136120;70242311
70136120;70167068
70136120;80212986
70136120;81025696
70136120;80025384
70136120;70028904
70136120;80113701
70136120;81447461
70136120;81459281
70136120;70300800
70136120;81458416
70136120;81037371
70136120;80198991
70136120;81581068
70136120;81288370
70136120;70153373
70136120;80995819
70136120;80017537
70136120;81021929
70136120;81468289
70136120;80179190
70136120;80238565
70136140;80104198
70136140;80174608
70136140;70251536
70136140;80001305
70136140;80231373
70136140;60022974
70136140;81094067
70136140;60024918
70136140;81057361
70136140;80057281
70136140;81194641
70136140;70177057
70136140;60001650
70136140;81309354
70136140;80221410
70136140;70264888
70136140;60023071
70136140;80241318
70136140;80189685
70140358;81516751
70140358;80095815
70140358;80998491
70140358;70242311
70140358;80025384
70140358;80095697
70140358;81397077
70140358;80113701
70140358;81447461
70140358;70300800
70140358;80198991
70140358;80986854
70140358;70208247
70140358;81500842
70140358;80177342
70140358;81193104
70140358;81214194
70140358;81288370
70140358;80995819
70140358;80017537
70140358;81021929
70140358;81468289
70140358;81406669
70140358;70153385
70140358;80179190
70140358;80238565
70140907;80142090
70140907;60023619
70140907;81086887
70140907;81397077
70140907;81001887
70140907;81171201
70140907;60022974
70140907;81161626
70140907;70197438
70140907;81304948
70140907;80230399
70140907;81227923
70140907;81160697
70140907;81557402
70140907;81005492
70140907;80017529
70140907;70264801
70140907;80210920
70140907;70065116
70142382;70234677
70142382;80185178
70142382;81425251
70142382;81341222
70142382;81436209
70142382;70153388
70142382;81228402
70142382;81088239
70142382;81519226
70142382;81109061
70142382;81441828
70142382;80993568
70142382;80230601
70142382;81598495
70142382;81307101
70142382;81447330
70142382;70142384
70142382;80160037
70142382;81462121
70142382;80223108
70142382;81175724
70142382;81310218
70142382;70217931
70142382;81512574
70142382;81057855
70142382;80241027
70142405;81294811
70142405;70177034
70142405;80075820
70142405;80147919
70142405;81628818
70142405;80167821
70142405;80075595
70142405;81346307
70142405;80212245
70142405;70298991
70142405;80225085
70142405;81026605
70142405;80071348
70142405;60031264
70142405;80179762
70142405;80244283
70142405;81227574
70142405;60020686
70142405;80039394
70142405;80103408
70142405;81026767
70142405;70297439
70142413;81060174
70142413;80225917
70142413;81414670
70142413;80174687
70142413;80106743
70142413;80028732
70142413;81228515
70142413;24063311
70142413;80189653
70142413;80216224
70142413;81447461
70142413;81619082
70142413;70111504
70142413;80986854
70142413;81497886
70142413;81045453
70142413;80133549
70142413;80167499
70142413;907090
70142413;81078615
70142413;80191522
70142413;70153385
70142413;81457341
70143830;80197526
70143830;81324724
70143830;81231974
70143830;70242311
70143830;80212986
70143830;81025696
70143830;80095532
70143830;81397077
70143830;80113701
70143830;80158515
70143830;80077977
70143830;70300800
70143830;81037371
70143830;80027158
70143830;81580024
70143830;80209013
70143830;81275653
70143830;80198991
70143830;81327503
70143830;70136120
70143830;80051137
70143830;81047664
70143830;81288370
70143830;70153373
70143830;80995819
70143830;80017537
70143830;81021929
70143830;81468289
70143830;80179190
70143830;70140358
70143836;80117552
70143836;70236561
70143836;80153467
70143836;80185171
70143836;80115328
70143836;80235864
70143836;80114855
70143836;80217669
70143836;80192098
70143836;70178217
70143836;80025172
70143836;80002479
70144327;81233034
70144327;70165474
70144327;81466149
70144327;70118769
70144327;81623190
70144327;81691686
70144327;80987464
70144327;80190534
70144327;445386
70144327;81640438
70144327;81567127
70144327;70270877
70144327;70102746
70144327;80133335
70144327;80115029
70144327;80037273
70144327;70136041
70144327;80171705
70144327;70113669
70144327;81631507
70144327;81567123
70144327;81294142
70144327;81600435
70144327;81088495
70144327;81043105
70144327;81592346
70153373;81516751
70153373;80998491
70153373;70140358
70153373;81025696
70153373;80025384
70153373;80095532
70153373;80113701
70153373;80077977
70153373;81447461
70153373;70300800
70153373;80209013
70153373;80198991
70153373;81327503
70153373;80986854
70153373;81500842
70153373;81047664
70153373;81288370
70153373;80995819
70153373;80017537
70153373;81021929
70153373;81468289
70153373;80179190
70153373;80238565
70153385;80117694
70153385;80995819
70153385;70167070
70153385;70263864
70153385;70300800
70153385;215309
70153385;80986854
70153385;70123711
70153385;70208247
70153385;80198991
70153385;80117038
70153385;80191522
70153385;80028732
70153385;80095697
70153385;80987903
70153385;81214194
70153385;81404276
70153385;70140358
70153404;80197526
70153404;81324724
70153404;81231974
70153404;70195800
70153404;70276515
70153404;70140358
70153404;70242311
70153404;80212986
70153404;81025696
70153404;81397077
70153404;80113701
70153404;70155618
70153404;70143830
70153404;70155589
70153404;81669775
70153404;70270408
70153404;81037371
70153404;80027158
70153404;81275653
70153404;70077514
70153404;81580024
70153404;80198991
70153404;81327503
70153404;80203147
70153404;80109415
70153404;70136120
70153404;80051137
70153404;81288370
70153404;70281562
70153404;70153373
70153404;80017537
70153404;384406
70153404;81021929
70153404;81468289
70153404;80179190
70153404;80238565
70155579;81045859
70155579;81294811
70155579;81628818
70155579;81145135
70155579;81068804
70155579;70011204
70155579;70294800
70155579;80242531
70155579;80011621
70155579;80179782
70155579;60031264
70155579;80048061
70155579;81312563
70155579;60020686
70155579;70172485
70155579;80057134
70155579;80178943
70155579;80018987
70155579;80219119
70155579;80121840
70155579;60034572
70155579;81093076
70155579;70267728
70155579;80049870
70155589;81516751
70155589;70195800
70155589;80114988
70155589;70140358
70155589;80025384
70155589;80095697
70155589;80095532
70155589;81397077
70155589;80113701
70155589;81447461
70155589;70300800
70155589;70143830
70155589;80198991
70155589;81327503
70155589;80986854
70155589;81500842
70155589;70136120
70155589;80177342
70155589;81193104
70155589;81047664
70155589;81214194
70155589;81288370
70155589;70281562
70155589;70153373
70155589;80995819
70155589;80017537
70155589;81021929
70155589;81468289
70155589;80211384
70155589;80179190
70155589;80238565
70155618;81324724
70155618;70195800
70155618;81025696
70155618;81476183
70155618;70140438
70155618;80212986
70155618;80239866
70155618;80169498
70155618;80143556
70155618;80113701
70155618;70143830
70155618;81037371
70155618;80027158
70155618;80136311
70155618;80179905
70155618;70077514
70155618;80036416
70155618;80203147
70155618;70136120
70155618;60034573
70155618;80176893
70155618;80177342
70155618;81127150
70155618;80241181
70155618;70281562
70155618;80232398
70155618;80133311
70155618;384406
70155618;81249731
70155618;80236318
70155618;80241318
70155618;80179190
70158329;80104198
70158329;80097140
70158329;80174608
70158329;81074110
70158329;80236236
70158329;70251536
70158329;80207033
70158329;60022974
70158329;80105699
70158329;81094067
70158329;60024918
70158329;81057361
70158329;81450827
70158329;80057281
70158329;81194641
70158329;70108779
70158329;81186862
70158329;81309354
70158329;80017529
70158329;70123711
70158329;80134431
70158329;60023071
70158329;80241318
70158329;80189685
70158331;80104198
70158331;80097140
70158331;80174608
70158331;81074110
70158331;80171099
70158331;80236236
70158331;70251536
70158331;81397077
70158331;80218200
70158331;80207033
70158331;80105699
70158331;81094067
70158331;60024918
70158331;81195027
70158331;81450827
70158331;80098200
70158331;81309354
70158331;80017529
70158331;80236319
70158331;80066080
70158331;70264888
70158331;80134431
70158331;60023071
70158331;80241318
70158331;80189685
70158332;80104198
70158332;80097140
70158332;80174608
70158332;81074110
70158332;80236236
70158332;70251536
70158332;81397077
70158332;80218200
70158332;81279312
70158332;80207033
70158332;60022974
70158332;80105699
70158332;81094067
70158332;60024918
70158332;81195027
70158332;80189853
70158332;81450827
70158332;80098200
70158332;81557402
70158332;80236319
70158332;80134431
70158332;80177458
70158332;60023071
70158332;80241318
70158332;80189685
70162962;81171201
70162962;81001887
70162962;81410784
70162962;80071227
70162962;80049281
70162962;60022974
70162962;81161626
70162962;81279324
70162962;80067930
70162962;70041961
70162962;70140907
70162962;81450827
70162962;80230399
70162962;80113647
70162962;80235864
70162962;81576597
70162962;81035551
70162962;81005492
70162962;81160697
70162962;81388316
70162962;80091233
70162962;70056430
70162962;81038963
70162962;70264801
70162962;70281312
70162962;70065116
70171942;81516751
70171942;81231974
70171942;80174608
70171942;81092963
70171942;80028732
70171942;80095697
70171942;70153404
70171942;80240585
70171942;80189631
70171942;81397077
70171942;81067223
70171942;80113701
70171942;81259476
70171942;81080959
70171942;70300800
70171942;70155589
70171942;70143830
70171942;81053303
70171942;81249833
70171942;80174479
70171942;80235932
70171942;70136120
70171942;80987903
70171942;81214194
70171942;70281562
70171942;80241499
70171942;80995819
70171942;70056430
70171942;81054853
70171942;80117038
70171942;80191522
70171942;81021929
70171942;81008138
70171942;81435684
70171942;81165134
70171942;70140358
70177033;70300626
70177033;80175619
70177033;70109889
70177033;81145135
70177033;81628818
70177033;70302614
70177033;80101826
70177033;80167821
70177033;70294800
70177033;70053075
70177033;80025553
70177033;80105933
70177033;81214399
70177033;81604827
70177033;60031264
70177033;60034386
70177033;80179762
70177033;60020686
70177033;81617833
70177033;81397437
70177033;80057968
70177033;70197459
70177033;81050118
70177033;70234440
70177033;81093076
70177040;81045859
70177040;80138030
70177040;81272431
70177040;81294811
70177040;80175934
70177040;81193032
70177040;80108159
70177040;80075595
70177040;81422836
70177040;70011204
70177040;80994692
70177040;81280792
70177040;80242531
70177040;81193152
70177040;81014532
70177040;80179782
70177040;80048061
70177040;80155771
70177040;70220028
70177040;80018987
70177040;81280732
70177040;70208521
70177040;70234440
70177040;80201492
70177040;70267728
70177057;80154610
70177057;81237994
70177057;81612863
70177057;80208806
70177057;80106763
70177057;81233755
70177057;81183718
70177057;80008434
70177057;81240831
70177057;81081050
70177057;81046394
70177057;80094662
70177057;81061734
70177057;80996532
70177057;80198988
70177057;80002479
70177057;80197462
70177057;80021955
70177057;80119177
70177057;80057281
70177057;80213226
70177057;80057918
70177057;80161216
70177057;60027996
70177057;80121349
70177057;80135414
70177057;80241318
70178217;60011152
70178217;81396545
70178217;81476183
70178217;80025678
70178217;81233755
70178217;81397077
70178217;60022974
70178217;81603987
70178217;81417796
70178217;81304948
70178217;80195198
70178217;81303831
70178217;80002479
70178217;81450827
70178217;80021955
70178217;80185171
70178217;80113647
70178217;80235864
70178217;80114855
70178217;60011663
70178217;80025172
70178217;80117552
70178217;80994082
70178217;80210920
70178217;80241318
70178217;81288983
70178621;80993105
