ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;nombre_occurrence;netflix_original
1151721;Inspiré de crimes réels|Thrillers;Donnie Brasco;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdcx_AkYISRhopbVLVhjMl4HNArTqR3SREn76mDkXj8MENOuE04Y7Y6BuFb-Ogzqtq_cF8Symp90cU2pJRM2Vp8KGxQzNzsRDqI.webp?r=da4;1997;2 h 6 min;;16+;Un agent du FBI sous couverture infiltre une famille de la mafia new-yorkaise et se lie d'amitié avec un tueur à gages, mettant son travail et sa vie en danger.;violence;0;Mike Newell;Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,James Russo,Anne Heche,Željko Ivanek,Gerry Becker,Zach Grenier,Robert Miano;Paul Attanasio;Films policiers,Thrillers,Films inspirés de livres,Thrillers policiers,Films inspirés de faits réels;Suspense;80152434,80071227,80240371,81088494,1152837,880640,70189289,81198448,70230640,81576597,81064867,60036246,81135138,60024942,60029681,80200571,60011152,80212934,80121192,81161372,17405997,80017167,80175798,18907685,328438,81092221,268371;2;False
17405997;Drames;Will Hunting;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZuCzD2h2CLR6X5rdbh2VtgL6w9S-fRKK_SIVjmSlsK78dVDw-kIU0ydz6NCetSbf9p_TDcPtfKR35Mrsdf0VQxgKczcu_9o_KM.webp?r=a13;1997;2 h 6 min;Recommandé à 60 %;13+;Un professeur découvre que le concierge du MIT est un génie des maths et propose à un ami psychologue de l'aider à affronter les démons qui l'empêchent d'avancer.;;1;Gus Van Sant;Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,Minnie Driver,Casey Affleck,Cole Hauser,Rachel Majorowski,Colleen McCauley;Matt Damon,Ben Affleck;Drames,Drames primés;Sentimental,Doux-amer;70132721,70084788,81037684,880640,70135893,994992,70189289,60024922,70230640,81450757,81064867,693960,70114497,60024942,81140933,70201437,60000417,873159,60011152,70044605,70119811,18907685,268371,70305903,70019004,1179053;1;False
20559714;Blockbusters|Mondes épiques;La Momie;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABc8hWT677gvOjcVpTA36hGw5DDIreTYkK1q6guF-FKSKtzMq0DVwZmq8yECh2dEVFHKPmSMHU11Oj2dlIYwfFd-GTlB-q07AO_E.webp?r=bcf;1999;2 h 4 min;;13+;Quand des archéologues américains réveillent accidentellement une momie maudite, un aventurier et une égyptologue maladroite doivent contenir l'esprit maléfique.;;0;Stephen Sommers;Brendan Fraser,Rachel Weisz,John Hannah,Oded Fehr,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Stephen Dunham,Bernard Fox,Omid Djalili;Stephen Sommers,Lloyd Fonvielle,Kevin Jarre;Films d'action;Montée d'adrénaline;80029196,80133543,60036256,80237937,70056440,70178621,80216309,80161352,70108779,70127226,60029176,81004278,81161789,5670479,81073022,60001650,70305899,60020686,81152992,60004473,80093133,60026139,60002360,81044417;2;False
215309;Pépites pour vous;Ace Ventura, détective chiens et chats;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbLIkcIGy-F2cfwWaKhnP-m2D7d48bRsKxLWKMRsez00Y1Cr5TuDT8hOIeuXPekzvcKwp5Jxf3j-PBaWD2uM8UGV23bZHy617b4.webp?r=01a;1994;1 h 25 min;;13+;Ace Ventura, improbable détective privé pour animaux, se lance sur la piste des ravisseurs de Flocon de Neige, la mascotte de l'équipe de football américain de Miami.;;0;Tom Shadyac;Jim Carrey,Courteney Cox,Sean Young,Tone Loc,Dan Marino,Noble Willingham,Troy Evans,Raynor Scheine,Udo Kier,Frank Adonis,Tiny Ron;Jack Bernstein,Tom Shadyac,Jim Carrey;Films comiques,Intrigues;Décalé;70155536,81580024,70087541,70125231,70041162,70113002,60024059,70153404,80002924,81088495,70044593,80037476,70281562,60034587,70021637,60002139,81397077,70267242,60027689,60010110,60001650,70028904,60020686,70143830,80094318;1;False
22013422;Thrillers d'action;Peur bleue;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaboV5MVSVUI14zRw1UoLxI-4xzgx0fFbReGGp3cZ48auSja6ei4Td3HAekuvKCLyXb6tRSH16cDqqkGcb-qqTwqgde4UNIfBcc.webp?r=98a;1999;1 h 44 min;;16+;Des scientifiques menant une étude sur des requins pour soigner la maladie d'Alzheimer créent par erreur des spécimens gigantesques dotés d'une intelligence incroyable.;;0;Renny Harlin;Thomas Jane,Saffron Burrows,Samuel L. Jackson,Jacqueline McKenzie,Michael Rapaport,Stellan Skarsgård,LL Cool J,Aida Turturro,Cristos,Daniel Rey;Duncan Kennedy,Wayne Powers,Donna Powers;Films SF,Films d'horreur,Films d'action;Effrayant,Suspense;80094622,80029196,60027996,60001220,80210920,81183718,60036256,80133543,81021447,80124506,80237937,80245041,70028905,81081050,80216309,70108779,81189449,81198998,81397077,60029176,81004278,81073022,60004473,70060015,60002360,81044417;1;False
445386;Drames|Pépites pour vous;Dirty Dancing;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcfYpvu6z4FUT-lhaNFy24VgEHzciRIUB0h65Rhs5czaOzPNQV_btV3C1zIeAWyRTweRQEn4og-K9aiajnT4FPpSCegh4NxIk6U.webp?r=a2d;1987;1 h 40 min;Recommandé à 65 %;13+;Alors qu'elle passe l'été en montagne avec sa famille, une timide adolescente tombe amoureuse du professeur de danse du centre de vacances, un homme libre et audacieux.;;0;Emile Ardolino;Jennifer Grey,Patrick Swayze,Jerry Orbach,Cynthia Rhodes,Jack Weston,Jane Brucker,Kelly Bishop,Lonny Price,Max Cantor,Charles 'Honi' Coles;Eleanor Bergstein;Drames,Films romantiques,Drames primés;Sentimental,Romantique;81623358,70167075,80203147,80169498,60034573,81041317,880640,80075010,70178624,81476183,80057784,693960,70103759,80221908,81140933,70167068,81043665,60000417,70136041,70045854,70295080,384406,70119811,80143556,81388078,70144327;2;False
505789;Films d'époque;Lancelot, le premier chevalier;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTz-5RM3RGz0Dm7v1kAZo5Bi-gFSC6uBbRY21E6kkY3PNk0Jt3MrppaYqgTLVnzblKFmXfW3wT0ezSQpaRkR0_Opg8MNNt4phtQ.webp?r=977;1995;2 h 13 min;;13+;S'étant vu offrir une place à la Table ronde, Lancelot doit concilier sa loyauté au trône et son amour pour la reine Guenièvre, épouse du roi Arthur.;;0;Jerry Zucker;Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Christopher Villiers,Valentine Pelka,Colin McCormack,Ralph Ineson,John Gielgud;Lorne Cameron,David Hoselton,William Nicholson;Drames,Films romantiques,Films d'époque;Romantique;445386,70111323,81104904,60001220,1152837,880640,80057784,693960,81135138,81140933,873159,81582615,80182016,60011152,80190859,80058880,80212934,81161372,17405997,81557402,70119811,686619,60026139,60020626,60001044,81663277;1;False
60000417;Drames|Pépites pour vous|Blockbusters;La Ligne verte;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABd3dClWdcGtbkTj8pNyNcRN9Xt5hcJMA-OmmDgrBXIW40h2d42DtIWccndtyRHts9p8TVBxXOhnY8yE89Pd3Jf1TSha2wpgKPUg.webp?r=529;1999;3 h 8 min;Recommandé à 55 %;16+;Lorsqu'un gardien de prison découvre qu'un condamné à mort possède de mystérieux pouvoirs, il essaie désespérément d'empêcher son exécution.;violence;0;Frank Darabont;Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,James Cromwell,Michael Jeter,Graham Greene,Doug Hutchison,Sam Rockwell,Barry Pepper,Jeffrey DeMunn,Patricia Clarkson,Harry Dean Stanton,Gary Sinise;Frank Darabont;Drames,Films inspirés de livres,Drames primés;Émotion;81660544,60001220,80210920,80197327,880640,80074781,70135893,994992,60024922,70230640,81476183,70114497,60024942,81140933,81397077,81239779,60011152,70044605,70305903,17405997,81557402,70119811,81092221,268371,70243460,70019004;3;False
60001220;Films d'action et d'aventure|Thrillers;Les dents de la mer;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeAS80_RCBuRJ4DNDAE6ycp23WbWErblvTz_YucEDHMDJbjBJNxDMUzdtwv4sK5uC33UB0ZZvayxiS8p-NLCSKRW5yMaKV5rPRA.webp?r=e85;1975;2 h 4 min;Recommandé à 78 %;16+;Alors qu'un requin sème la terreur autour de la petite île d'Amity, le chef de la police, un océanographe et un chasseur de requins s'affairent pour capturer l'animal.;;0;Steven Spielberg;Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,Murray Hamilton,Carl Gottlieb,Jeffrey Kramer,Susan Backlinie,Jonathan Filley,Ted Grossman;Peter Benchley,Carl Gottlieb;Thrillers,Films inspirés de livres;Effrayant,Suspense;80094622,81481808,80197327,80210920,81495803,81088494,81486213,80124506,80237937,80245041,81483306,81476183,81435370,81576597,81691686,81128579,80111425,60000417,70108779,81397077,81279324,81324724,70044890,81557402,22013422,70060015;2;False
60001650;Mondes épiques;Men in Black;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcamGmVUuGn_r8aKlmElCZ98Dhc5gBu3WCboancj0Kz8d6cNKpAW0RqBDEBZQA0husRV_O6T0ASAFx72J7iBKYgggb3YDTaCh3M.webp?r=6a6;1997;1 h 37 min;;13+;Un bouillant policier new-yorkais forme avec un agent du gouvernement pragmatique une équipe top secrète dont la mission consiste à surveiller les aliens sur Terre.;;0;Barry Sonnenfeld;Will Smith,Tommy Lee Jones,Linda Fiorentino,Vincent D'Onofrio,Rip Torn,Tony Shalhoub,Siobhan Fallon Hogan,Mike Nussbaum,Jon Gries,Sergio Calderón;Ed Solomon;Films SF,Films comiques,Films d'action;;70208247,70155536,70125231,215318,80133543,20559714,80210920,70097577,70060015,81161626,60024059,70178621,215309,80037476,60034587,81397077,81161789,80158583,60010110,81152992,81309354,60004481,80094318;1;False
60001822;Thrillers;Hannibal;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZCffDhS-i2fmkHftYKFFlzL9Q0Tug6YHGqqBOEK6wg9y_zm9YpDmWJ5b4v6NdXCa_UuezTfT0hzPHZJdyXG65WbsBj4k77JC2Q.webp?r=238;2001;2 h 11 min;;18+;"Dans cette suite du ""Silence des agneaux"", le seul survivant d'Hannibal Lecter essaie de faire sortir le tueur en série de sa cachette.";violence;0;Ridley Scott;Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta,Frankie Faison,Giancarlo Giannini,Francesca Neri,Željko Ivanek,Hazelle Goodman,David Andrews,Francis Guinan,James Opher,Enrico Lo Verso,Ivano Marescotti;Steven Zaillian,David Mamet;Films d'horreur,Thrillers,Films inspirés de livres;Violent;70058020,60027486,70032591,80240371,60027996,60001220,81183718,81198948,70206131,70099609,80124506,70251537,27828200,80237937,81483977,81483306,80106763,70035186,81081050,81128579,81198998,80049281,60002273,18958127,81092221,70053460;1;False
60002273;Thrillers;Le Masque de l'araignée;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZKU-S2UcE977Puo9QXRnU2RGHac93Fu7MOe7H2nu-ro282xwE7Ta4jH-2GZ1VhojLoSBy4Q7angJUVTWMZdHURV9rFTdUeJCLo.webp?r=7fa;2001;1 h 43 min;;16+;Le profileur Alex Cross fait équipe avec un agent secret en disgrâce pour retrouver la fille d'un sénateur, enlevée dans une prestigieuse école privée.;violence;0;Lee Tamahori;Morgan Freeman,Monica Potter,Michael Wincott,Dylan Baker,Mika Boorem,Anton Yelchin,Kim Hawthorne,Jay O. Sanders,Billy Burke,Michael Moriarty,Penelope Ann Miller;Marc Moss;Films policiers,Thrillers,Intrigues,Films inspirés de livres,Thrillers policiers;;81477746,81481808,60026150,70098896,80240371,60001220,80210920,80223997,70305892,1152837,8179348,81198448,27828200,80236390,70035186,60036246,873159,81029875,80175684,60001822,70044379,81345983,80049281,18958127,70082265,81128750;1;False
60002360;Films d'action et d'aventure|Pépites pour vous;Jurassic Park;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABS1wnhLvke0z71d7WYxKx-Za4siRfJWhSPCPFcrULXSwmbQswFO6Z7p3V-xyQkJGxGFl8-Xv3vmSjmkR59sfaL9_eU2mOEC1B3M.webp?r=612;1993;2 h 6 min;Recommandé à 69 %;13+;Science, sabotage et ADN préhistorique sont au cœur de ce film où les dinosaures clonés d'un parc top secret s'échappent de leur enclos et poursuivent les visiteurs.;;0;Steven Spielberg;Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck,Martin Ferrero,BD Wong,Joseph Mazzello,Ariana Richards,Samuel L. Jackson,Wayne Knight;Michael Crichton,David Koepp;Films SF,Films inspirés de livres,Films d'action;;81004276,80187362,80133543,20559714,60036256,80237937,70178621,70099790,80037476,80216309,70108779,70127226,81161789,81004278,70058026,81073022,60010110,60001650,60020549,80093133,22013422,81044417,80993105;2;False
60003016;Pépites pour vous;Le Monde perdu : Jurassic Park;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfoHRMArojJwReVTft72JD-DnwnpKPFfnQffyjVFZg31-KUTMhaUoyUoCNnncVvfjWgT-vAMpqW1OK7lmEr4j4ydWndrtiwnPiM.webp?r=68c;1997;2 h 8 min;;13+;Quatre ans après le fiasco du clonage des dinosaures de Jurassic Park, un riche homme d'affaires annonce qu'il poursuit l'expérience dans un endroit secret.;;0;Steven Spielberg;Jeff Goldblum,Julianne Moore,Vince Vaughn,Pete Postlethwaite,Arliss Howard,Richard Attenborough,Vanessa Chester,Peter Stormare,Harvey Jason,Richard Schiff;David Koepp;Films SF,Films inspirés de livres,Films d'action;;81004276,20559714,80236314,60036256,70299855,80237937,70178621,70099790,80216309,70108779,70127226,81161789,81004278,70058026,81073022,60010110,81557402,81277430,81152992,80093133,22013422,81044417,80993105;1;False
60003388;Films comiques;Snatch;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQscbA1aeEabulTNU-rnJKnGYJCeZpKKWATa6Q8VCniN-da98oAzTkrahl8U847LEBHvGNy_-jUdqp_cDTB2VqxS9ewycHjuyn4.webp?r=349;2000;1 h 42 min;;16+;Deux promoteurs de boxe se retrouvent embarqués dans le vol d'un diamant quand un malfrat accro au jeu et en possession d'une pierre de 84 carats arrive à Londres.;violence;0;Guy Ritchie;Jason Statham,Benicio Del Toro,Dennis Farina,Vinnie Jones,Brad Pitt,Stephen Graham,Rade Serbedzija,Alan Ford,Mike Reid,Robbie Gee,Lennie James,Ewen Bremner,Jason Flemyng;Guy Ritchie;Britannique,Films comiques;;70208247,70058008,80200267,70011211,81037684,81161626,70058024,81458416,70153404,81290742,81064867,215309,70281562,80015343,70167068,80142090,60021783,80121192,70044890,80079256,80014749,70136120,60001650,70028904,70143830,81088495;1;False
60004473;Pépites pour vous;Jurassic Park III;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABf4LSjZBDNPrLWYsQlgXuMeTn6dAifoIYqJhB_jAAS8G2q8qXphcTMUlY2PGFdkASCOirVkGCyC57Cu_1m1XVPnMw642eCHCjF8.webp?r=bf5;2001;1 h 32 min;;13+;Une virée aérienne sur la fameuse île aux dinosaures se transforme en mission de survie quand l'équipe doit affronter des animaux évolués, devenus très féroces.;;0;Joe Johnston;Sam Neill,Téa Leoni,William H. Macy,Alessandro Nivola,Trevor Morgan,Michael Jeter,John Diehl,Bruce A. Young,Laura Dern,Taylor Nichols,Mark Harelik,Julio Oscar Mechoso;Peter Buchman,Alexander Payne,Jim Taylor;Films SF,Films inspirés de livres,Films d'action;;81004276,20559714,80236314,60036256,70299855,80237937,80170280,70178621,70099790,80216309,70108779,70127226,81161789,81004278,70058026,81073022,81277430,60020549,60001650,80093133,22013422,81044417,80993105;1;False
60004481;Films d'action et d'aventure;Spider-Man;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcn0HsWOFtXyP2gPr5ffQ9ZRXUL49J_2bxkHI39j-_eJ9rB6ir8zk0oFUvRs4o3zszggFHWFEBVDpl9ZAYxO_j6DSJQzvKkj-vA.webp?r=426;2002;2 h 1 min;Recommandé à 65 %;13+;Après s'être fait piquer par une araignée génétiquement modifiée, le timide lycéen Peter Parker développe des arachno-pouvoirs et rencontre un nouvel ennemi dangereux.;;0;Sam Raimi;Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson,Rosemary Harris,J.K. Simmons,Joe Manganiello,Gerry Becker,Bill Nunn;David Koepp;Films SF,Films d'action;;70208247,80029196,60023597,81004276,80187362,80071348,80133543,80091595,80237937,70178621,80037476,80216309,70103763,81161789,81004278,70217910,70058026,81073022,60001650,80027042,70021642,60002360,81044417;1;False
60010110;Films comiques|Films d'action et d'aventure|Mondes épiques;Retour vers le futur;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUt4Xdm1C0NTGnTU_wtmQnEIQpooaThcO6fEc0Oxiz4wbNXtnqWNv9k68WC9nlSNFBuV2y9SNFhJjuMMA6-zHn0aAHfSj9mOcFw.webp?r=46c;1985;1 h 56 min;Recommandé à 55 %;13+;Après être arrivé en 1955 à bord d'une DeLorean convertie en machine à remonter le temps, Marty McFly fonce pour s'assurer que ses futurs parents tombent amoureux.;;0;Robert Zemeckis;Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Marc McClure,Wendie Jo Sperber;Robert Zemeckis,Bob Gale;Films pour la famille,Films SF,Aventures en famille,Films comiques;Bonne humeur;986399,70155536,80029196,60020828,70125231,215318,20559714,80002924,215309,80037476,60034587,81161789,70217910,81057361,60021783,60003016,60001650,684660,60020686,70002007,81309354,80094318,60002360,60034572;3;False
60011152;Drames;Le Parrain;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABUZ_ucUY1cRriWKVI-UaZxcWgjbiGuBmE2pU6q1xZ3B5H1N-mh2VYIKD_HSkaQcw-OQBEmT2y9lapFS1yv7VPSOGYcW6g3KeuI0.webp?r=f3c;1972;2 h 57 min;Recommandé à 63 %;16+;Le héros de guerre Michael Corleone décide de s'impliquer dans les affaires familiales après une tentative d'assassinat visant son père, un puissant mafieux new-yorkais.;violence;0;Francis Ford Coppola;Marlon Brando,Al Pacino,James Caan,Richard Castellano,Robert Duvall,Sterling Hayden,John Marley,Richard Conte,Al Lettieri,Diane Keaton,Abe Vigoda,Talia Shire,Gianni Russo,John Cazale;Francis Ford Coppola,Mario Puzo;Drames,Films inspirés de livres,Drames primés;Violent,Sombre;70132721,70143836,60001220,70084788,880640,70189289,60024922,70230640,81450757,81064867,60024942,60029681,60000417,1151721,81304171,17405997,80175798,18907685,328438,81308434,80025172,81092221,268371,70305903,80041415,80002479;1;False
60020549;Mondes épiques;Le Retour de la momie;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWCGrNdRslXX7pZ5iyT3dp0-kpzkAcYQWhqJjnRBfxHu5qk6h9vVVvRZQR5Fadjzl_2BtUXnT6QV4JySHFYMTJEGsS2W7Qj0Y1M.webp?r=0dc;2001;2 h 9 min;;13+;Des égyptologues déterrent une relique préhistorique capable de libérer des forces cataclysmiques et des guerriers sataniques dirigés par le sinistre Roi Scorpion.;;0;Stephen Sommers;Brendan Fraser,Rachel Weisz,Dwayne Johnson,Arnold Vosloo,Alun Armstrong,Patricia Velasquez,John Hannah,Aharon Ipale,Adewale Akinnuoye-Agbaje,Oded Fehr;Stephen Sommers;Films d'action;;80029196,80187362,80133543,80091595,60036256,80237937,70056440,70178621,80216309,80161352,70108779,60029176,81004278,81161789,5670479,80179070,81073022,60001650,70305899,60020686,60004473,80093133,60002360,81044417;1;False
60020686;Films comiques;Shrek;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQNpJSQyUTlOKp1U96VNBz2ssFjM_oktC7eNptK5A7rgxUEf4spI5psVmjxNqtcopoSUCSVbT-OkRu9QSxtA1FvrWDZtZ37LvWU.webp?r=669;2001;1 h 30 min;Recommandé à 86 %;7+;En mission pour sauver une princesse d'un dragon cracheur de feu, Shrek, l'ogre bourru, fait équipe avec un compagnon improbable : un âne râleur.;;1;Andrew Adamson,Vicky Jenson;Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,Vincent Cassel,Conrad Vernon,Chris Miller,Cody Cameron,Simon J. Smith,Christopher Knights,Jim Cummings,Kathleen Freeman,Bobby Block,Michael Galasso;Ted Elliott,Terry Rossio,Joe Stillman,Roger S.H. Schulman;Films pour la famille,Films jeunesse et famille,Aventures en famille,Satires,Films comiques;;986399,80121840,70250213,70125931,80071348,70113007,70273612,70033005,28631029,80002924,81616116,70298991,70220028,70243449,70267728,81475311,70109889,70044595,70011204,70002007,70216224,80048061,80233925;1;False
60022967;Thrillers|Pépites pour vous;Plus jamais;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABa4uftSFhqIFeBprvIPdER3YEL2GJ-ERAPgRKbcABUpVBTY91RK4mUyFdD5NANtFbp7lXtdtzqwg0Fc2c6pPqYf1y8ZPoBzg_Y8.webp?r=5d2;2002;1 h 55 min;;13+;Une femme victime d’abus se rend compte que son mari n’est pas l’homme merveilleux qu’elle croyait. Quand elle s’échappe avec sa fille, il les poursuit sans pitié.;;0;Michael Apted;Jennifer Lopez,Billy Campbell,Tessa Allen,Juliette Lewis,Dan Futterman,Noah Wyle,Fred Ward,Christopher Maher,Janet Carroll,Bill Cobbs;Nicholas Kazan;Thrillers;;81481808,80073823,80240371,80210920,81495803,81088494,81127902,80197327,81486213,8179348,81198448,80237937,80241181,81476183,81576597,80170988,81140933,81397077,81279324,81028975,81324724,81557402,70119811,18962448,80007079,18171073;2;False
60023071;Thrillers d'action;Minority Report;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSTZWk40lbdl4Tf2jM-5RckLR23knleSpH0puVB4XCxWIKvmPNMXyysxd8bpBGF3Xmn1EMEbI9x26H1eCGuWxPNhNvXz57MMqOw.webp?r=ceb;2002;2 h 25 min;;13+;Dans un futur proche où il est possible de voir les meurtres avant qu'ils soient commis, le chef de la Précrime prend la fuite quand il est accusé d'un homicide imminent.;;0;Steven Spielberg;Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,Neal McDonough,Steve Harris,Patrick Kilpatrick,Jessica Capshaw,Michael Dickman,Matthew Dickman,Peter Stormare,Tim Blake Nelson;Scott Frank,Jon Cohen;Films SF,Films policiers,Films inspirés de livres,Policiers d'action,Films d'action;Suspense;80133543,70065116,60001220,80236314,70041961,70305892,80237937,80170280,80038359,81010971,60036246,80161352,70103763,70108779,70127226,81279324,80121192,70153859,81073022,60024918,70251536,70060015,70305903,80185760,60001393,70173048;1;False
60023642;Pépites pour vous|Anime;Le Voyage de Chihiro;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcSFEGg2pT46sou9Y2hh7iV8AOolFOWg2zMbIGZZwgsK2ESb8HtOMa2ieo7spevH5sDK22AI527ScvLBTdldz7p6AccPndSZDlU.webp?r=cd3;2001;2 h 5 min;Recommandé à 82 %;10+;Chihiro s'aventure dans un monde magique où règne une méchante sorcière qui transforme ceux qui lui désobéissent en animaux.;;0;Hayao Miyazaki;Rumi Hiiragi,Miyu Irino,Mari Natsuki,Takashi Naito,Yasuko Sawaguchi,Tatsuya Gashuin,Ryunosuke Kamiki,Yumi Tamai,Yo Oizumi,Bunta Sugawara,Hayashikoba;;Films pour la famille,Films jeunesse et famille,Japonais,Aventures en famille,Films d'animation;;70045021,60032294,70028883,81478031,70019058,70019062,70142405,81316559,60027393,81616116,81311604,70106454,80158156,70243449,60027106,81475311,81143068,70109889,70216227,60020686,60034572;2;False
60024918;Thrillers d'action;Fusion;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABb94EQ2L4GNt4w16d0BNaVRT8N38Nn1Sy1bHlBd-w0Lfcy8d14mneDLikBy2_Dj9fxBcwxRKw973Uq1flA6oVNGVJ9qBM7giIKs.webp?r=fe2;2003;2 h 15 min;;13+;Le noyau interne de la Terre ne tourne plus, et le scientifique Josh Keyes doit comprendre pourquoi afin de sauver le monde d'une destruction certaine.;;0;Jon Amiel;Aaron Eckhart,Hilary Swank,Delroy Lindo,Stanley Tucci,DJ Qualls,Richard Jenkins,Tchéky Karyo,Bruce Greenwood,Alfre Woodard;Cooper Layne,John Rogers;Films SF,Films d'action;Suspense;80029196,81067760,81040362,80133543,60001220,80236421,80067831,80237937,80170280,80216309,70108779,80218306,81252357,81023636,80117799,81194641,81277430,70251536,81074110,22013422,70060015,70305903,80158764,81044417,80167481,80206300;1;False
60024922;Blockbusters;8 Mile;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbvPzL7ugE7TAA5FOgXZFEpNObsIMUtIoYo44DTZJkdDjHV0HyGmwetJ9b_WQ5iSPEIP9XtDFay3gJB6oYeZ4VefEpMD54SsUAU.webp?r=410;2002;1 h 50 min;;16+;En 1995 à Détroit, un rappeur talentueux tente de s'imposer sur la scène hip-hop locale. Eminem est à l'affiche de ce drame salué par la critique et inspiré de sa vie.;;0;Curtis Hanson;Eminem,Kim Basinger,Mekhi Phifer,Brittany Murphy,Evan Jones,Omar Benson Miller,De'Angelo Wilson,Eugene Byrd,Taryn Manning,Proof,Michael Shannon,Anthony Mackie;Scott Silver;Musique,Drames,Hip-hop,Drames sociaux;;70132721,60001220,80210920,70084788,880640,60020749,70178624,80226923,80096984,80216302,70019004,80015343,60024942,60029681,60000417,60011152,70044605,17405997,80058397,70119811,80242342,328438,81092221,80041415,80177416,80999009;1;False
