ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;nombre_occurrence;netflix_original
81245964;Drames;365 jours;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdrAn8m6czs3eLJTs_9iC4CMGbkmDI67YVVP7eOiSizKBl8W7VfKn7h9v7nKrdPg-CALHfuoUDy1RtJRZSMHWfAF85u0K0q9SD0.webp?r=9f1;2020;1 h 55 min;Recommandé à 58 %;16+;Une femme tombe entre les mains d'un chef mafieux dominateur qui la séquestre et lui laisse un an pour tomber amoureuse de lui.;sexe, nudité, langage grossier, violence sexuelle;0;Barbara Białowąs,Tomasz Mandes;Stéphanie Lafforgue,Anatole de Bodinat,Bronisław Wrocławski,Otar Saralidze,Alice Taurand,Natasza Urbańska,Grażyna Szapołowska,Tomasz Stockinger,Gianni Parisi,Mateusz Łasowski;Tomasz Klimala;Polonais,Drames,Films inspirés de livres;Torride;81498384,70211042,80169498,80991848,81381634,81393836,80131194,81513875,81476183,80232398,81252980,81043665,81004814,70294663,81324724,81489770,81092120,81476441,80037277,81058385,80013872,80197526,80098467,81478642;1;False
81249469;Films et séries allemands|Films d'époque;L'empire Oktoberfest;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXjGobYbwLtZqsvyLvBjsDYWSPIZp8FxMA37AJqkik0D0LnyzPPMNtuotPwCpahSdWiGLDPzB5PrknYK5ALANp1afHOAtz3slgKXiCjWwyfhloGTXY8vr0DVz5T_vlpC7Fws.jpg?r=8cc;2020;6 Épisodes;;13+;À Munich au début du XXe siècle, un brasseur ambitieux n'hésite pas à employer des mesures drastiques pour s'assurer la main mise sur la très lucrative fête de la bière.;;0;;Mišel Matičević,Martina Gedeck,Klaus Steinbacher,Mercedes Müller,Maximilian Brückner,Brigitte Hobmeier,Markus Krojer,Martin Feifel,Michael Kranz,Vladimir Burlakov,Francis Fulton-Smith;;Séries dramatiques,Allemand,Films d'époque;Suspense,Émotion;81564749,81495803,81414644,80074249,81332635,80232398,81267689,81473474,70305883,80992775,81140933,80211648,80213020,81397077,70213223,81643922,80094273,81288983,80244928,81216677,81222923,70285581,81641220,80119411,80209184,80002479;2;True
81249731;Séries surnaturelles;Boo, Bitch;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABV7xire3IkCUOyJ6TZK-in2T8bB7fqXJ6Lve1ICgpzQINgdKa5H7ra_rPN1tenXayPszTbd77AeZV1JQwdJf9vv4UeCwymex5bml4rijwsPN0WdMT5cqUqo0fs7V7wmIpLVT.jpg?r=7b2;2022;Mini-série;;13+;Deux amies s'activent pour laisser au lycée un souvenir impérissable. Mais l'une meurt soudain. Elle va alors devoir vivre sa vie de fantôme à fond… tant qu'elle le peut.;;0;;Lana Condor,Zoe Colletti,Mason Versaw,Aparna Brielle,Tenzing Norgay Trainor;;Séries pour ados,Séries comiques,Séries US;Insolite;81040397,80203147,81030842,80117809,80179190,80239639,81019888,81446038,70077514,80244296,81127150,80115671,81504820,81025696,81446305,80179905,80117540,384406,80143556,81455921,81132038,81026818,81580024,80125979,81078393,80217525;1;True
81249833;Anime;Vinland Saga;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYCqXwijhNnzLBfYNl_Ogy60TqAKGDAWeLZKADySrGoPIbIAxFs2O7YCg1lkpVlIYWMFf2p-LqPYBoXUjC5qX8HMaYOYr-2W454Fwpvx6xLW2GE7UrGs_tjAnzjzz4UzXQ3N9uegJUlaCmM0jBB40yS5DDXkgwO0GFPN2_8q6TAEe9UdIkhspuNYOpIFkYorswnAumsr3bSDiZ2UMht_5hKSJa38qq8JfwqbFBL_MvNTH2CSz3MI2IY-1LXufWSBh1xjVCYPLEHJLFp9pL6Zb9oP-viqOS1ZpsZ1skdjChw5PqDiDIGr6haV8gjVsN7UbFqb4MFQxqNDZTeqJN4FQRhzDOGjDhd1zgj2i3DplQjDDtWTkdWghvSbKz1WFAMmpVpY_v_pTAjYPeTDAtPP55WCdGtt-fn0kvTvhmRid5PTiGmLaUwtVw0rcUbg0CM.webp?r=65d;2023;2 Saisons;Recommandé à 93 %;16+;Avide de vengeance, le jeune Thorfinn intègre la bande de mercenaires d'Askeladd, fin stratège politique qui a assassiné son père.;violence;1;;Shizuka Ishigami,Yuto Uemura,Kenichiro Matsuda,Naoya Uchida,Kensho Ono,Akio Otsuka,Hiroki Yasumoto,Shunsuke Takeuchi,Mayumi Sako,Yu Hayashi,Hideaki Tezuka,Taiten Kusunoki,Fuminori Komatsu,Mugihito,Yoji Ueda;;Anime d'action,Japonais,Séries d'animation japonaise,Anime dramatique,Séries inspirées de mangas;;80023687,80179831,81091393,81281582,80243876,81499847,80172949,81050064,81001988,81409869,80001305,80191008,80995578,80200989,70299043,81261669,80204451,81177634,81397077,80992228,80146298,81281579,70300472,81054853,81186862,80095241;1;False
81252357;Blockbusters;Don't Look Up : Déni cosmique;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTxLd8oQCpDKKrU0zV8eZxbjJpMUdL4njrULXenBmaFiE0hrf0q2wQgydAWhlatIDfo4EKZPAA9mNaZ1Y-p_GjHxjagwpKr852R4iuS8Ej2hC4SlhzO7Ol9S-3mCVX3Ut21-.jpg?r=8dd;2021;2 h 18 min;;13+;Deux astronomes méconnus entreprennent une tournée médiatique pour prévenir l'humanité qu'une comète fonce sur la Terre. Mais cela n'a pas l'air d'inquiéter grand monde.;;0;Adam McKay;Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep,Cate Blanchett,Rob Morgan,Jonah Hill,Mark Rylance,Tyler Perry,Timothée Chalamet,Ariana Grande,Scott Mescudi,Michael Chiklis,Melanie Lynskey,Himesh Patel,Tomer Sisley,Paul Guilfoyle,Robert Joy;Adam McKay,David Sirota;Films SF,Films comiques,Drames sociaux;Insolite,Sombre;70208247,70132721,81040362,80210920,81037684,80236421,80067831,880640,80196789,81458416,81010971,70230640,81064867,80015343,60024942,81140933,70108779,80244645,80117799,17405997,60024918,81309354,70305903,80158764,80185760,80167481;1;True
81252707;Séries de SF et d'horreur|Séries d'action et d'aventure|Séries surnaturelles;The Imperfects;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABew5nkckKVYc2oiJ-U1geztHqFnLyzzFh3YiGoazekfEyXK1e6piQaV7IMshwfb_ho5moyzymhT_Trt2wh23M4Rki4KeOF7n45yzXZtJgd2DioYil4gC6kETQ80t2PylAejm.jpg?r=4da;2022;10 Épisodes;;16+;Après avoir subi une expérience ayant produit de monstrueux effets indésirables, Abbi, Tilda et Juan font alliance pour retrouver le chercheur responsable… et un remède.;violence, suicide;0;;Italia Ricci,Morgan Taylor Campbell,Rhianna Jagpal,Iñaki Godoy,Rhys Nicholson,Kyra Zagorsky,Celina Martin,Jedidiah Goodacre;;Canadien,Séries SF,Séries d'action et d'aventure;;80244953,81279312,80197462,80133543,80242724,80189685,80221644,80236236,80170280,81258637,81186049,80218200,80236118,80174608,80097140,81397077,81023636,81194641,81195027,80011206,80171099,70283264,80154610,80996532,80084447,80186863;3;True
81252980;Thrillers TV;Un œil indiscret;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQZOgsWhfVQu6CVGFh1Lzy-5X9ZMUSghuPq5fqJk-I-B7aQio9EJSobNpMqSp6uUb5ez6msKebjR4Rog_hcM9Vb0IE4JvLTGKaDqJlOZeIcDM-61NdOrXee0mE0VSHrHxdMU.jpg?r=380;2023;Mini-série;;16+;Lorsque sa voisine travailleuse du sexe s'absente pour le week-end, une hackeuse talentueuse et voyeuriste se retrouve plongée dans une dangereuse enquête.;violence, sexe;0;;Débora Nascimento,Emanuelle Araújo,Nikolas Antunes,Ângelo Rodrigues,Débora Duarte,Tânia Alves;;Brésilien,Séries d'intrigue,Thrillers TV;Torride,Suspense;81498384,81205314,81481808,70211042,80203365,80155477,70118769,80991848,81393836,80131194,81513875,81245964,80164392,81090319,70254956,70294663,81489770,81092120,81476441,81346196,80037277,81058385,80013872,80212986,81437215,81478642;1;True
81253859;Films et séries en français;Le dernier mercenaire;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABVhBFgXzjjGL7V9az8kTmPOM38G_OipmwY5aq8jdcHA-eDyBGKAtNqui0wYnCx5EnxUcBDilHjAqTOCsKNs_wSYEKvoENwp7gov0L9YCIhVzMfj_OroPLK2J0IG0foc0VyEs.jpg?r=3e2;2021;1 h 52 min;;13+;Un ex-agent secret sort de la clandestinité pour secourir le fils qu’il n’a jamais connu. Mais sa mission la plus difficile pourrait bien être de devenir père.;;0;David Charhon;Jean-Claude Van Damme,Alban Ivanov,Éric Judor,Patrick Timsit,Miou-Miou,Assa Sylla,Samir Decazza,Valérie Kaprisky,Djimo,Nassim Lyes;David Charhon,Ismaël Sy Savané;Français,Films comiques,Films d'action;;80191876,80133543,81161626,81227923,81005258,70052215,81567122,80171706,81290742,80099089,81587697,81005492,81233034,80993280,80073160,80023849,81397077,70127226,81073022,81557402,81185548,81043105,81043744,80232655,81088495,81416977;1;True
81254340;Inspiré de crimes réels;L'Arnaqueur de Tinder;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABW33uvWCEJJoaIJy1v8LnpuOI8BXTqhezYux25p_c7Uk8KsZgaYwHcul8eXnkro1yEXlBaVxi8nnnBInoJIAgLrf5BKrbASeEmWv3QkeB1qHUdGdS_qTTIhqgR-KS-b-qjwP.jpg?r=3cb;2022;1 h 54 min;;13+;Il a courtisé des femmes en ligne en se faisant passer pour un riche magnat, avant de leur extorquer des millions de dollars. Aujourd'hui, certaines veulent se venger.;;0;Felicity Morris;;;Britannique,Films documentaires,Documentaires inspirés de crimes réels;Enquête;81231181,81034185,80221584,81466159,81092697,81000864,81380540,81410405,81212487,81512109,81300060,81031373,81512108,81130691,81288561,81035279,81227735,81349029,80991050,81436777,81130130,81323741,81387065,81590934,81254224,81354041;1;True
81259476;Séries de SF et d'horreur;Farzar;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXUKoTdoPe1P3fl5Le8Io5kZlqOP7V7t2jM1_iPziOMsRrJ2Ys_7gBOSh3-WoBuf_meTsh7q_o_K9iTrES168zGm9ryTTRXvTgQ_emYr_7qTrzoKcXHqkxrMFCIIdJT___LS.jpg?r=fe1;2022;10 Épisodes;;16+;Le prince Fichael, qui vit au sein d'une colonie humaine dans un monde extraterrestre, s'est juré d'éradiquer le mal. Mais il découvre que son père est le pire de tous.;violence, sexe, nudité, langage grossier;0;;David Kaye,Jerry Minor,Lance Reddick,Dana Snyder,Kari Wahlgren,Carlos Alazraqui,Roger Black,Grey Griffin,Waco O'Guin;;Séries SF,Séries comiques,Séries US;Décalé;80995819,80241499,80235932,70171942,70300800,81214194,80191522,80117038,80028732,70281562,81304528,80189631,80987903,80240585,80174608,80174479,80095697,81039557,81067223,80014749,81297404,81008138,70136120,81092963,70143830,81080959;1;True
81260083;Inspiré de crimes réels|Thrillers;Meurtres sans ordonnance;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABYbPIT5nArgYgXhtFEKCJvKjJK5ynSRMR0toyCCfm15unO6GqKpizrp3_w3253OgzSoqnUzHLsaOIvKTR5_YoDhX39pP6ip7RKzaw_2u03SCuVbBihg6GCZhGV074r7ePaDv.jpg?r=4bb;2022;2 h 3 min;;13+;Une infirmière en soins intensifs surmenée se repose sur un nouveau collègue extrêmement dévoué, jusqu'à ce que la mort inattendue d'une patiente éveille ses soupçons.;;0;Tobias Lindholm;Jessica Chastain,Eddie Redmayne,Nnamdi Asomugha,Noah Emmerich,Kim Dickens,Malik Yoba,Alix West Lefler;Krysty Wilson-Cairns;Films policiers,Thrillers,Films inspirés de livres,Thrillers policiers,Films inspirés de faits réels;Sombre;81477746,81205314,81481808,60026150,80073823,80240371,80223997,80242820,81198448,81058695,81380441,81576597,81140933,81473355,81260280,81028975,81346330,80223927,81028570,80049281,80992607,80206420,70082265,81453541,81225962,81092222;2;True
81260280;Drames|Films et séries allemands|Films d'époque;À l'ouest rien de nouveau;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSkvHWjU0s_BhtjnNorhQRVcrEjWZTpAIVia-i4SFZp1x_TB6vSvYlvPHq-XHonOPXGmH5szZbN4udHkGX39OULywkI_cwCBwqiPNLrB1vfHI4hqdgE41Lzf9aNOySn4eoYw.jpg?r=279;2022;2 h 28 min;Recommandé à 78 %;16+;Pendant la Première Guerre mondiale, Paul, 17 ans, rejoint le front de l'Ouest, mais sa ferveur initiale est bientôt foudroyée par la sinistre réalité de la vie dans les tranchées.;violence, suicide;0;Edward Berger;Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Moritz Klaus,Edin Hasanović,Thibault De Montalembert,Daniel Brühl,Devid Striesow,Adrian Grünewald,Andreas Döhler,Jakob Schmidt,Friedrich Berger,Michael Wittenborn;Edward Berger,Lesley Paterson,Ian Stokell;Allemand,Drames allemands,Films sur l'armée,Drames,Films inspirés de livres;Violent,Sombre;80041653,81564749,81037684,80170278,880640,81320168,81248111,70305907,70266110,70301585,80986885,81144852,80118916,81166149,81582615,80182016,60011152,81186240,17405997,81557402,81166791,81140931,80191608,60026139,81041495,80002479;3;True
81261170;Séries internationales|Thrillers TV|Les trouvailles du jour pour vous|Séries à regarder sans modération|Seulement sur Netflix|Ça devrait vous plaire;En un battement;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRDjt6bv-DeaouSzwD50Z4nBd-dbDFxO9v_QZkNHfs6Kbq2k6LZnu-5XOYtznbkt9EXH_9xXBNABhCchCMS1svluJBX1Ef6LPCXAXsr7OMIY69q1xHD_MugqWraCJ2CoQmhI.jpg?r=1b2;2023;2 Saisons;Recommandé à 98 %;16+;Un homme déterminé à se venger de l'organisation de trafic d'organes responsable de la mort de son épouse s'éprend de la femme ayant reçu le cœur de cette dernière.;violence, violence sexuelle;0;Camilo Vega;Michel Brown,Ana Lucía Domínguez,Sebastián Martínez,Margarita Muñoz,Moisés Arizmendi,Valeria Emiliani,Julián Cerati,Juan Fernando Sánchez,Mauricio Cujar,Jacqueline Arenal,Laura Londoño,Julián Arango;;Colombien,Séries d'intrigue,Thrillers TV;Suspense;81481808,80240371,80210920,81495803,80197327,81494917,81486213,81332635,81170838,81476183,81576597,81166747,81252980,81090319,81473355,81397077,81167761,81279324,81211710,81324724,81288983,81557402,81397422,81437215,81317562,81478642;8;True
81264650;Inspiré de crimes réels|Séries documentaires|Séries policières|Séries US|À regarder en un week-end|Documentaires;Catching Killers;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZ4geEQEuvtV9OkMpdhdcOzWAaVH8X9RpIFdjYObOjObEhCuTArrBDuufVyLbv2bCdS4jFTNHFy1hejlP4eVyVqBWUn2jQnDFTw81G9JPebAibXGEa6IwTSm6C2c1VDpgAMl.jpg?r=eb1;2022;2 Saisons;Recommandé à 63 %;16+;Dans cette série de crimes réels, les enquêteurs chargés de célèbres affaires de tueurs en série révèlent les détails poignants et glaçants de leur incroyable travail.;références à des violences sexuelles;8;;;;Séries policières,Séries documentaires,Séries US,Documentaires inspirés de crimes réels;Enquête,Suspense;81173345,81006684,80217818,80226612,81097791,81580822,81380540,81555750,81353946,81212487,81300060,81031373,81512108,81025701,81288561,81227735,80202283,81026055,81298614,81519789,80991050,81031682,81405883,81436777,81130130,81183727,81059887;8;True
81267722;Films d'époque;100 Days My Prince;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXroxS7xNTTRZWTL6-UFccn2uDyZSMbFsmKX5Fy7HxxAeMY472S2-dUeHaByz9JE73QVC3D8PJFALueH85oTkW6akN1jko_5tNk.webp?r=110;2018;16 Épisodes;;13+;Un prince héritier frappé d'amnésie découvre la vie de roturier et vit un amour inoubliable en tant que mari de la femme célibataire la plus âgée de Joseon.;;0;;Doh Kyung-soo,Nam Ji-hyun,Cho Seong-ha,Cho Han-cheul,Kim Seon-ho,Han So-hee;;Séries dramatiques romantiques,Séries dramatiques,Coréen,Films d'époque;Romantique;81116487,81033645,80986896,81649877,81669775,80178564,81463556,81093222,81682438,81161487,81476183,81430282,81211303,80093324,81473182,80031790,81260283,81279108,81324724,80196931,81610893,81509440,81517188,81167137,81482476,81422314;1;False
81270678;Séries nostalgie|Les trouvailles du jour pour vous|Films et séries en français|Pour se détendre;H;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcwGOOpuX59asNz8dcBZSF1T2_Zc-t1gbMRbYx7JvnKJRwOK_afXwxByMd_dYAkFIRW7MsJ18-__w6M_QUAQxGvh--L0z2vAm38.webp?r=8f6;2002;4 Saisons;Recommandé à 83 %;13+;Dans un hôpital déjanté de Paris, trois employés excentriques enchaînent les mésaventures avec une imprécision chirurgicale.;;0;;Jamel Debbouze,Éric Judor,Ramzy Bedia,Catherine Benguigui,Sophie Mounicot,Jean-Luc Bideau;;Français,Sitcoms,Séries médicales,Séries comiques;;80191876,81275653,81580024,80194671,81294142,81218913,81567122,80171706,81010818,81520506,70153404,80002924,81587697,70281562,80993280,80073160,81397077,81600424,70218756,80001803,80014749,81191429,81212484,81043105,81043744,70143830,81088495,80987464;4;False
81273085;Ça devrait vous plaire|Les trouvailles du jour pour vous|Seulement sur Netflix;Les chansons de Cocomelon;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTF9HOOAihXtyCWpMLctaHOjIYoxefWuSJlX_iq-96-McJGLX-6CSlhZ3mz1KkOKGrQj9Lw9cA1RlELjDqct87R64-0OnHDYG4cQvAgstfJKAF05AX8LJP9-IFbSXYwk0fpC.jpg?r=b04;2023;5 Saisons;Recommandé à 96 %;TOUS PUBLICS;Rejoignez JJ pour apprendre l'alphabet, les chiffres, les cris des animaux et bien plus dans cette série remplie de jolies comptines qui régaleront petits et grands.;;0;;;;Pour enfants,Grandir en musique,Éducatif jeunesse,Dessins animés;;81307221,80046348,81011059,80242184,81637392,81336334,81154166,81616116,80176872,81093076,80063705,81332264,81362788,81050106,81475311,81073764,81593310,70288470,60020686,80025494,81063145,70286901,81009946,81272431,80026226,81014532;3;True
81273360;Films comiques;Les municipaux, ces héros;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQnb0X05KEhzLVcNghXzxoLhzmm4wZ11m_KIp_7kH3lLvJNj3ZNkm8eGj4ByvZB2kXZMO02kZud2S83tNoQO1YCLPHewNdrI3zc.webp?r=96c;2018;1 h 24 min;;10+;La menace de coupes budgétaires pousse deux employés municipaux empotés à sortir une petite ville méditerranéenne de sa torpeur pour sauver les emplois de ses habitants.;;0;Éric Carrière,Francis Ginibre;Éric Carrière,Francis Ginibre,Bruno Lochet,Lionel Abelanski,Sophie Mounicot,Éric Delcourt,Constance Pittard,Marthe Villalonga,Annie Grégorio,Yves Pujol;Éric Carrière;Français,Satires,Films comiques;Extravagant,Décalé;80191876,81275653,81631507,80194671,81294142,81567127,81567122,80037273,80171706,81600435,80002924,81088495,81290742,81587697,81270678,81587696,80993280,80073160,80023849,81623190,81043735,81191429,81043105,81043744,81212484,80987464;1;False
81275653;Films et séries en français|Séries nostalgie;Un gars, une fille;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXYUaYy6rziW3Oy3XWdUZsQHyc4PbHj__Pj2DU5CtP8OA7QRTUHX-itKJ8Bv4FD8V9mURWeN78NFZtYk0wY6T_xOBkIAfg1LBsg.webp?r=8ca;2002;5 Séries;Recommandé à 74 %;7+;Tâches ménagères, beaux-parents casse-pieds... Cette série humoristique en sketchs suit Jean et Alex, un couple de trentenaires, dans leur vie quotidienne.;;0;;Jean Dujardin,Alexandra Lamy;;Français,Sitcoms,Séries comiques;Décalé;80191876,81623358,81623360,70244166,81231974,70153404,81600435,81010818,81270678,60034587,81273360,81587696,81467328,80023849,81567123,70267242,70218756,80014749,70136120,81191429,81625058,60020686,81043744,70143830,81018383,70144327;2;False
81275686;Ça devrait vous plaire|Les trouvailles du jour pour vous|Films et séries en français|Seulement sur Netflix;Nouvelle École;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABX-cR5UOwxn_VgFnfAHU7Igfm0mSkJzuZs56C7PIdGC3DNarcCv9qMunjDZRi8kHD41gTuGrdca0nc8Xb8YrVwz4RVisizqua2N8Vg7gqnKKINDGMAzKDmob_OWiDNj_T3LNvs7vk4QvSx_ntIyK_-GjwuMJY3c3tsMg30sr3pw4jBsnjnr7faTHKePSqBmx0Pvkz1hJpyQm0ZQBzHJTCwwNY9HZzIfTVLVhOgAerJIZmfvJFqvcCyHD_FIzO_o1r6Y59JgKT1Iqm3GvtRPQPQ2qENgFabZYCFWloeOFTDVEtX2QFp4oMhJ_VbE8vl9oaXFFYkH39jiUCrnOfaM58-MNHX-dIcbcjnftvWzbPi2tbfKNmnB3.jpg?r=e9d;2023;2 Saisons;Recommandé à 98 %;13+;De freestyles en battles, des rappeurs s'affrontent pour décrocher un prix de 100 000 euros, face à un jury composé de Niska, Shay et SCH.;;4;;Niska,Shay,SCH;;Musique,Français,Téléréalité avec concours,Hip-hop,Téléréalité;;81196469,80996601,81426972,81276508,81587446,81423622,81598495,81024999,81046796,81417684,81207686,81026300,81057855,81310218,81075536,80223108,80141782,81029777,81521365,81285390,80241027,81044719,81313522,81032737,81490766,80160037,81519226,81127121;4;True
81277347;Films et séries en français;Mental;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcdHiT06KKuSuBq7Oe1o5_gyB3ygFwd2VDZBi4a1yWX9y4oRwuTVbp28wX-3-PkrhUbh_nvE4gnUdoF9w3IC0KvzmfO2Acpkt58.webp?r=617;2021;2 Saisons;;13+;Sincère, cynique et parfois tragique, cette comédie dramatique suit les péripéties de quatre adolescents lors de leur séjour en clinique pédopsychiatrique.;;0;Slimane-Baptiste Berhoun;Alicia Hava,Louis Peres,Lauréna Thellier,Constantin Vidal,Nicole Ferroni,Riad Gahmi,Léo Grêlé,Déborah Lukumuena;;Français,Séries pour ados,Séries comiques;;80133335,81275653,81623358,81623360,81030213,81312536,81233911,81423343,81470399,81010818,81600435,81290742,81270678,81018979,81625057,81463577,81428383,80117540,70295080,81273904,80115031,81191429,81190136,70140438,81303658,80198859;1;False
81277950;Pépites pour vous|Blockbusters;Enola Holmes;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABaAnduLnsJnnabkLA_oxBx-p9K35CEPinO8uZvXU5ccHkLmNC9fJqfE8k0mf2RN2zwu0eOqmVB3SZdh_HftjrAejJ89aKfXxuXzfSjoa6vKZdXw_nDecC4OCGsCfQtSYIwc2.jpg?r=74e;2020;2 h 4 min;;13+;Adolescente rebelle à la recherche de sa mère disparue, Enola Holmes utilise ses talents de détective pour surpasser son grand frère Sherlock et aider un lord en cavale.;;0;Harry Bradbeer;Millie Bobby Brown,Henry Cavill,Sam Claflin,Helena Bonham Carter,Louis Partridge,Burn Gorman,Adeel Akhtar,Susan Wokoma,Frances de la Tour,Fiona Shaw;Jack Thorne;Films pour la famille,Drames pour la famille,Aventures en famille,Drames,Intrigues;Suspense;80994082,70155618,80133311,80169498,80179190,81037684,80241581,80189685,81414644,80234304,81410649,81476183,80050008,80232398,80136311,80176893,81140933,81043665,80220679,81324724,81349306,81222923,80002479,80057918,81078393;2;True
81279312;Séries surnaturelles|Séries d'action et d'aventure|Mondes épiques;The Witcher : L'héritage du sang;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcJ6vxe2xiPV175bck7isz3YBL0Jr9NSprW1I7e6SPbCMO0BbFjBads96H2rv2Ej3e0rlsu7nI_lwgaYp9KmmVvQVBCqgs3PZ26mJyIJGXKEZhRJwGVko8JPV6tV5hb7Zu41.jpg?r=e89;2022;Mini-série;;16+;"Plus de mille ans avant les événements se déroulant dans ""The Witcher"", sept guerriers bannis du monde elfique unissent leurs forces contre un empire tout-puissant.";violence;0;;Sophia Brown,Laurence O'Fuarain,Michelle Yeoh,Mirren Mack,Lenny Henry,Jacob Collins Levy,Lizzie Annis,Huw Novelli,Francesca Mills,Amy Murray,Nathaniel Curtis,Zach Wyatt,Dylan Moran,Minnie Driver;;Séries inspirées de livres,Séries d'action et d'aventure,Séries US,Séries fantastiques;;80232926,80230293,80220679,80199393,81258637,81067756,80182016,80242724,81150303,70119441,80236319,80993105;4;True
81279324;Films d'action et d'aventure|Thrillers d'action;Sniper: Assassin's End;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdmXeFGLMgvo_vpWsau5Qu32ICv6L8uNGQ7HUa_z9rR9P2MMvv-uHYCV1M8v-nAUAL2LQzQshTCU9BuUg0qz315T5EvCeWERSIM.webp?r=e87;2020;1 h 35 min;Recommandé à 68 %;16+;Cible d'un complot l'accusant d'un meurtre qu'il n'a pas commis, un sniper des forces spéciales fait appel à son père, tireur d'élite réputé, pour trouver le vrai tueur.;violence;0;Kaare Andrews;Chad Michael Collins,Sayaka Akimoto,Tom Berenger,Ryan Robbins,Lochlyn Munro,Emily Tennant,Michael Jonsson,Vincent Gale;Oliver Thompson;Films d'action;Violent;81481808,81004276,80240371,80133543,60001220,80210920,81495803,81088494,80067831,81486213,81198448,80237937,81160697,81483306,81576597,80170988,80111425,81450827,81397077,81458368,81161372,81073022,81557402,81195027,81388316,60026139;2;False
