categorie;titres;ID;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations
Pépites pour vous;Blackpink: Light Up the Sky;81106901;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSvsLHXRbBkLjI-QFM3MGX2IPb4aWjZZlfeUOB_JmNaoMWkOykwX6yX3mC8qGOcZU9IbSqlkXL-6e93wnjnojkorVmU6DkQOkV2Y2Anctp8gaqZxSyK8OM3HEMmw6SFr6W_s.jpg?r=849;2020;1 h 19 min;;7+;Les filles du groupe coréen BLACKPINK qui a battu tous les records évoquent leurs rêves, et les embûches trouvées sur le chemin de leur succès météorique.;;False;Caroline Suh;Blackpink;;Musique,Films documentaires,Documentaires biographiques,Docus société et culture;Intimiste;81238721,81026251,81028336,81013626,81328829,81254437,81620994,81031929,81447086,80244996,81313522,81668040,81092143,81005126,81380540,81177110,80196586,81046796,81536826,81408965,70273397,81306195,81307163,81216491,81285390,81463700
Pépites pour vous;Dracula Untold;70305899;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcV6s3qBDR1a9AojLEWDV2n4-o4yemcZmVObGJPhTC1OLt7B-rVbVNKCZmYHNMJSwVIjXuwCcfQsBeFB8JO9qcIePKrjjFV3lkc.webp?r=8fe;2014;1 h 32 min;;16+;Un puissant seigneur féodal se transforme en vampire pour repousser l'envahisseur ottoman dans cette histoire aux origines de la légende.;;False;Gary Shore;Luke Evans,Dominic Cooper,Sarah Gadon,Art Parkinson,Charles Dance,William Houston,Diarmaid Murtagh,Noah Huntley,Paul Kaye,Zach McGowan;Matt Sazama,Burk Sharpless;Films inspirés de livres,Films d'action;;80133543,80161352,80093133,70056440,20559714,81004278,80218885,80014727,80170280,81043660,80187362,81245455,80119234,70079583,80237937,70099790,60020549,80091595,81073022,81279324,70111323,80216309,81044417,80994132,80189685,70119441
Pépites pour vous;Flight;70243453;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABY7HF5sU8qH3gxEVqUa1cH4fVM-Z9djXpHpJqu8bK57DLuW9ByeCDk31LabFjQ3sxnjfO7JPDVbX69PwOrbljxqqjH34axaSb3w.webp?r=95f;2012;2 h 19 min;;16+;Après avoir réussi l'atterrissage d'un avion de ligne endommagé, un pilote est loué pour l'exploit, mais en privé, il se pose des questions sur ce qui s'est passé.;drogue;False;Robert Zemeckis;Denzel Washington,Don Cheadle,Kelly Reilly,John Goodman,Bruce Greenwood,Brian Geraghty,Tamara Tunie,Nadine Velazquez,Peter Gerety,Garcelle Beauvais,Melissa Leo;John Gatins;Drames,Drames primés;Doux-amer,Émotion;70243460,27828200,81028975,80202075,60024942,80210920,17405997,70019004,60000417,70044605,60024922,81476183,80064511,70119811,60001220,60026139,80058397,80121192,70114497,60036246,70305903,60011152,81140931,880640,80241318,70132721
Pépites pour vous;Very Bad Trip 3;70263864;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABSnH1fbg8GO4qzubGeXsh9gZ6AvLQCEre65vseo3uIQvvynePlFX1TMnSfUXvrVaN41jdOMO9Waf4kkgbg1zOhOzIz0QF4fGFRY.webp?r=f66;2013;1 h 40 min;;13+;La Meute est de retour à Las Vegas et cherche à remettre Alan sur pied, mais l'aventure dégénère quand Chow et le terrible Marshall les prennent en chasse.;;False;Todd Phillips;Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Ken Jeong,John Goodman,Melissa McCarthy,Jeffrey Tambor,Heather Graham,Mike Epps,Sasha Barrese;Craig Mazin,Todd Phillips;Films comiques;Absurde;70208247,70028904,70125231,70021637,215309,70267242,80094318,70153404,60034587,70218756,80158583,70136120,80073160,81018383,24063311,80993280,80191876,81161626,70281562,80015343,70143830,81152992,81161789,81161828
Pépites pour vous;Le Mauvais Esprit d'Halloween;81156676;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbzXArcTVizr1kU2PmcvxHXLRFHLtx9kiZfgYxVDC9aBmhTtwdKAErSFNmh1foIc01VriEBuv8x7ddkrEBopF_Jf7Pm246HuTlDYr9ofEbT9r_xMOM8CEoavONR8XGXyEXyu.jpg?r=a28;2022;1 h 31 min;;13+;Malgré sa sainte horreur d'Halloween, un père fait équipe avec sa fille adolescente quand un esprit maléfique sème la pagaille en donnant vie aux décorations de la ville.;;False;Jeff Wadlow;Marlon Wayans,Priah Ferguson,Kelly Rowland,John Michael Higgins,Lauren Lapkus,Rob Riggle,Nia Vardalos,Abi Monterey,Holly J. Barrett,Myles Vincent Perez,Helen Slayton-Hughes;Todd Berger,Robert Rugan;Films pour la famille,Films comiques,Films pour ados;Bonne humeur,Décalé;81002270,80049939,80245104,80218885,80231433,80238399,81012821,70103762,80200573,81220825,81414099,80220679,81186049,70155536,80133543,81161789,70178621,81088495,81397077,80992263,70305899,81324724,80231419,80230619,81023618,80142058
Pépites pour vous;Klaus;80183187;https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfE8JTQeflP10O8NLOnCRamjTUu9zY8ccAXuFOjJhrgXxYztGcIRgWSMA7NstzTrauA32XnWCKlXzgPs5dzM8WVx0z-4sMNapGFsRnb_qmg6h4CrnsHs5G5pVwWk1Y5K4lUC.jpg?r=f71;2019;1 h 38 min;;7+;Un facteur égoïste et un fabricant de jouets solitaire forgent une amitié improbable, apportant la joie à une bourgade sombre et froide qui en a désespérément besoin.;;False;Sergio Pablos;Jason Schwartzman,J.K. Simmons,Rashida Jones,Will Sasso,Neda Margrethe Labba,Sergio Pablos,Norm Macdonald,Joan Cusack;Sergio Pablos,Jim Mahoney,Zach Lewis;Films pour la famille,Films jeunesse et famille,Films comiques,Films d'animation;Sentimental;81028225,80199682,70243449,80988988,81475311,80232043,60020686,81517419,70002007,81193166,80226040,81616116,81267965,60034572,81220825,81500345,81018682,70109889,70047102,80071348,70221348,70181623,70267728,80993016,80239482,81487903
Seulement sur Netflix;Mercredi;81231974;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbBkbHYNIGwgW5M7bRKf7EauEKZGuBes1Sz5LZJMwP_i7cUJJpsN2-74ci7BECUL3weLYsvcX5wtQq1ysGszB9xRn9ps9X56qH5H8Ose4ezkapyKeI9ntFtlY2BvSkEN5GXy.jpg?r=97c;2022;1 Saison;Recommandé à 98 %;13+;Brillante, sarcastique et un peu morte à l'intérieur, Mercredi Addams enquête sur une série de crimes tout en se faisant des amis (et des ennemis) à l'Académie Nevermore.;;True;;Jenna Ortega,Gwendoline Christie,Riki Lindhome,Christina Ricci,Jamie McShane,Hunter Doohan,Percy Hynes White,Emma Myers,Joy Sunday,Moosa Mostafa,Georgie Farmer,Naomi J. Ogawa,Catherine Zeta-Jones,Luis Guzmán;;Séries pour ados,Séries d'intrigue,Séries comiques,Séries US,Séries fantastiques;;80223989,81277950,81406219,80218885,80133311,80050008,80186863,80231433,80244781,81127150,81012366,81078393
Seulement sur Netflix;Sweet Tooth;81221380;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABXGXuM8iznWP7gS_x1MFUmSZMP65OBsW7rpWx9Kmo8C1U1Dh8XPliZF9xX0Ugl1bHRWok4FXLU3715Z0nBe1aCE60JLzKApW8zsiCHmSBEkOt5GPbLQIR5IS5zoF8X2N57Nl.jpg?r=f34;2023;2 Saisons;Recommandé à 95 %;13+;Dans un monde post-apocalyptique, une adorable créature mi-cerf, mi-garçon part à l'aventure en quête d'une famille et d'un foyer, aux côtés d'un protecteur bourru.;;True;;Nonso Anozie,Christian Convery,Stefania LaVie Owen,Adeel Akhtar,Dania Ramirez,Aliza Vellani,Naledi Murray,Neil Sandilands,Marlon Williams,Yonas Kibreab,Christopher Sean Cooper Jr.,Amy Seimetz,Mia Artemis,Will Forte,James Brolin;;Séries d'action et d'aventure,Séries US,Séries fantastiques,Séries inspirées de B.D.;;80117803,80241239,80218885,80992263,80104198,80220679,81220825,80199393,80236319,81557402,80210920,81397077,81231974,80197327,81211710,81324724,81476183,81198448,81495803,81150303,81091393,80170280,80133543,80993105,80057918,70283264
Seulement sur Netflix;La Reine Charlotte : Un chapitre Bridgerton;81476183;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABe33WvoDJfUBEGhr-Jm5r62hiScH6x5sOmr82hgsyMYDNPS5_j3f9n7raeTSLw9LgQj775aM-C1PcUh0ncDkHVqNrmfat-x-5Lbt2guEi85EHlviSW03ezANWrrULQOS-6HGsoqIj3DVfRLXauWycrQuBE-BiYvHipKsRFSainpUl58mpOhtJjXmJqcfj5M.jpg?r=b18;2023;6 Épisodes;Recommandé à 99 %;13+;"Le mariage de la jeune Charlotte au roi George donne naissance à une grande histoire d'amour et transforme la haute société dans ce préquel de ""La Chronique des Bridgerton"".";;True;;India Amarteifio,Adjoa Andoh,Michelle Fairley,Ruth Gemmell,Corey Mylchreest,Golda Rosheuvel,Arsema Thomas,Sam Clemmett,Freddie Dennis,Hugh Sachs,Julie Andrews;;Séries dramatiques romantiques,Séries dramatiques,Films d'époque,Séries US;Intimiste,Émotion,Romantique;81008305,80217229,80024057
Seulement sur Netflix;XO, Kitty;81324724;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTRWv9eUUAa6GoZ9uEvQ_9Qh50RBxmdYHLxw_FqrmhlnKOTJo2S_sHy6xMgVP_RU-zjJ9JC22hFD36QRhkXsrkK4GORSyDAZJw8nNYCPRwS9KlqDpoosYqopcW-mFY0EeNncM3lzXx-cx5GhFDmEpWJlh6avIwLlHw_qTYS9bk2IkcAonUSYyUJzno8u_kQ.jpg?r=b52;2023;10 Épisodes;Recommandé à 97 %;10+;L'histoire d'amour longue distance de Kitty, ado entremetteuse, rebondit quand elle rejoint son petit ami au pensionnat que sa défunte mère avait fréquenté au même âge.;;True;;Anna Cathcart,Minyoung Choi,Gia Kim,Sang Heon Lee,Anthony Keyvan,Peter Thurnwald;;Séries inspirées de livres,Séries pour ados,Séries comiques,Séries comiques romantiques,Séries US;Attachant,Décalé;81249731,81332722,80179190,81226469,81483827,80143556,81476183,80232398,81580024,81088495,81041317,81140933,81397077,70155536,81435805,80197327,81435370,81509440,80210920,81495803,81446305,81669775,81127150
Seulement sur Netflix;Toujours là pour toi;80994340;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbBrVJdIyBRY_g4Z6TfjYh3Kwu_Sp1c2-NMy8cxK0Qylfl_i9y29l-QAYOBiekcGalESi8dWUPWYUy8uL2S-q4pQu51B6Kmy8RhYaB7GN6aFBEGhB4TtP9tgzKvWRFnKhyP2uP5EWxnFIYhla67fTSpBElGzcdE32umxq0gxUkggs8I1-DKhdHZxUXccD4I.jpg?r=b52;2022;2 Saisons;Recommandé à 98 %;16+;Tully et Kate, meilleures amies du monde, traversent les hauts et les bas de l'existence en se soutenant l'une l'autre, unies par des liens noués à l'adolescence.;sexe, drogue, violence sexuelle;True;;Vanessa Van Geneugden,Laurence Dourlens,Thomas Roditi,Léovanie Raud,Zina Khakhoulia,Lila Lacombe,Karl Line Heller,Guillaume Bourboulon,Arnaud Arbessier,Martin Donovan,Laetitia Lefebvre,Sylvie Jacob,Damien Witecka,Bernard Bollet,Juliette Degenne,Jérôme Berthoud,Brandon Jay McLaren,Jon-Michael Ecker;;Séries dramatiques romantiques,Séries dramatiques,Séries inspirées de livres,Séries US;Sentimental,Doux-amer;80239866,80219707,81045305,81166770,81476183,81476441,81041317,81424906,80240027,81288983,80210920,81592338,81324724,81140933,81495803,81473355,81435370,81590491,81397077,80197327,81008305,81660544,81221380,81037371,80232398,80141765
Seulement sur Netflix;Black Knight;81195027;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABY6qwKhY6nWi35n5Q_fZ070oVcjJlqdLQ0SOaeWxY3VPvl3-BzYaRvmHw6y89i9OBk6BExFlpq-h8Fh-7g6BUWEBsX5b1rkdhUBwCl0gIq3Uiy0ruKamJ0rWlis6_MucbjHuNIUOUqJbJCef8Sj5Td4MUTXuAL8WB2LgpRy4xtm2CdmyQlwncBOayEFV7rs.jpg?r=3a9;2023;6 Épisodes;Recommandé à 91 %;16+;"Dans un futur dystopique ravagé par la pollution de l'air, la survie de l'humanité dépend de livreurs atypiques surnommés les ""chevaliers noirs"".";violence;True;;Kim Woo-bin,Song Seung-heon,Kang You-seok,Esom;;Coréen,Séries SF,Séries d'action et d'aventure,Dramas coréens inspirés de webtoons;Sombre;81011211,80210920,81576597,81279324,80231373,81557402,81023636,81025509,80133543,81194641,81073022,81478985,80237937,81486213,81397077,80170988,80170280,81323551,81186862,60026139,70264888,81004276,70226287,80216309,80227090,81450827
Seulement sur Netflix;Stranger Things;80057281;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdi8BJm4ikQjdPjGGMUVCMRAaLCIyXH_9DqlRHs8FxP2j7-Ax_LSsHdmoDsVkRT61sXGvJgf5YBrhsylWwh38Lv3Ib-pUkGQU1Ulh7lTbGLKyMhSsSiJ8o4v7WliowzqY0yx.jpg?r=e60;2022;4 Saisons;Recommandé à 97 %;16+;Quand un jeune garçon disparaît, une petite ville découvre une affaire mystérieuse, des expériences secrètes, des forces surnaturelles terrifiantes... et une fillette.;violence;False;;Winona Ryder,David Harbour,Millie Bobby Brown,Finn Wolfhard,Gaten Matarazzo,Caleb McLaughlin,Noah Schnapp,Sadie Sink,Natalia Dyer,Charlie Heaton,Joe Keery,Maya Hawke,Brett Gelman,Priah Ferguson,Dacre Montgomery,Cara Buono,Matthew Modine,Paul Reiser,Sean Astin,Shannon Purser;;Séries SF,Séries pour ados,Séries US,Séries d'épouvante;Effrayant;80186863,80223989,81237994,81081050,80084447,80200575,70177057,81198998,80100172,80996532,80174608,80218200,81195027,80241318,80104198,81061734,80106763,81325689,70283264,81183718,80027042,80213226,81012366,81023636,81198948
Seulement sur Netflix;Sonic Prime;81294811;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABe6Nv9_uN193VoaHIgCATVfZoELubbloZQImxCU0JzUgAYuJk2k1GBR2DKjp6BCsouQ8GEIv2o-4NC2sZJMvWQk_cFN_0zFAChWujDF1Xtmvpo695lmHpHPeys7dSP0c_bLu.jpg?r=d19;2022;8 Épisodes;Recommandé à 93 %;7+;Lorsqu'un combat explosif avec Eggman fait voler l'univers en éclats, Sonic voyage dans des dimensions parallèles pour retrouver ses amis et sauver le monde.;;False;;Deven Mack,Ashleigh Ball,Brian Drummond;;Pour enfants,Séries comiques,Dessins animés;;81223075,80242531,80103408,81475311,81045859,70252973,81068803,81193140,81280792,81186971,81616116,81291575,80011621,81628818,80994666,81589565,80121840,60020686,81108751,81272431,81093076,81312563,81154166,81014532
Seulement sur Netflix;Nouvelle École;81275686;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABX-cR5UOwxn_VgFnfAHU7Igfm0mSkJzuZs56C7PIdGC3DNarcCv9qMunjDZRi8kHD41gTuGrdca0nc8Xb8YrVwz4RVisizqua2N8Vg7gqnKKINDGMAzKDmob_OWiDNj_T3LNvs7vk4QvSx_ntIyK_-GjwuMJY3c3tsMg30sr3pw4jBsnjnr7faTHKePSqBmx0Pvkz1hJpyQm0ZQBzHJTCwwNY9HZzIfTVLVhOgAerJIZmfvJFqvcCyHD_FIzO_o1r6Y59JgKT1Iqm3GvtRPQPQ2qENgFabZYCFWloeOFTDVEtX2QFp4oMhJ_VbE8vl9oaXFFYkH39jiUCrnOfaM58-MNHX-dIcbcjnftvWzbPi2tbfKNmnB3.jpg?r=e9d;2023;2 Saisons;Recommandé à 98 %;13+;De freestyles en battles, des rappeurs s'affrontent pour décrocher un prix de 100 000 euros, face à un jury composé de Niska, Shay et SCH.;;True;;Niska,Shay,SCH;;Musique,Français,Téléréalité avec concours,Hip-hop,Téléréalité;;81276508,81029777,81285390,81127121,81490766,81196469,81046796,81310218,81044719,81313522,81026300,80223108,81417684,81598495,81587446,80160037,81519226,81075536,81032737,81423622,81057855,81024999,80141782,80241027,81426972
Seulement sur Netflix;En un battement;81261170;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRDjt6bv-DeaouSzwD50Z4nBd-dbDFxO9v_QZkNHfs6Kbq2k6LZnu-5XOYtznbkt9EXH_9xXBNABhCchCMS1svluJBX1Ef6LPCXAXsr7OMIY69q1xHD_MugqWraCJ2CoQmhI.jpg?r=1b2;2023;2 Saisons;Recommandé à 98 %;16+;Un homme déterminé à se venger de l'organisation de trafic d'organes responsable de la mort de son épouse s'éprend de la femme ayant reçu le cœur de cette dernière.;violence, violence sexuelle;False;Camilo Vega;Michel Brown,Ana Lucía Domínguez,Sebastián Martínez,Margarita Muñoz,Moisés Arizmendi,Valeria Emiliani,Julián Cerati,Juan Fernando Sánchez,Mauricio Cujar,Jacqueline Arenal,Laura Londoño,Julián Arango;;Colombien,Séries d'intrigue,Thrillers TV;Suspense;81167761,81397422,81481808,81166747,81211710,80210920,81576597,81090319,81288983,80240371,81495803,81494917,81473355,80197327,81478642,81397077,81557402,81279324,81324724,81437215,81486213,81476183,81170838,81332635,81252980,81317562
Seulement sur Netflix;Les chansons de Cocomelon;81273085;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTF9HOOAihXtyCWpMLctaHOjIYoxefWuSJlX_iq-96-McJGLX-6CSlhZ3mz1KkOKGrQj9Lw9cA1RlELjDqct87R64-0OnHDYG4cQvAgstfJKAF05AX8LJP9-IFbSXYwk0fpC.jpg?r=b04;2023;5 Saisons;Recommandé à 96 %;TOUS PUBLICS;Rejoignez JJ pour apprendre l'alphabet, les chiffres, les cris des animaux et bien plus dans cette série remplie de jolies comptines qui régaleront petits et grands.;;False;;;;Pour enfants,Grandir en musique,Éducatif jeunesse,Dessins animés;;81637392,81073764,81593310,81475311,80025494,81362788,81063145,80026226,70286901,81616116,80176872,81272431,81009946,80046348,81050106,80063705,81332264,81093076,70288470,81307221,81011059,81336334,80242184,60020686,81014532,81154166
Seulement sur Netflix;FUBAR;81397077;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABS4zXQfUBQwlcoHx4KfAIF6rpVFQ5NK9oguehPh4LqxGOAXMSgAbJzQPZ1iTFfPoKrSwmRvt2aICZcR83tLJd7SVuJ_f_PbE7bhHhJloUpTJ9nQbIGFZ20fCxXXeEfjy49G5cdVJj-r3QVJIlL05Ea_8_IgCbNPtsACm3y2FuY_ss4c2NndHq06QS2lA14g.jpg?r=bf8;2023;8 Épisodes;Nouveau;16+;Lorsqu'un père et sa fille découvrent qu'ils travaillent tous deux secrètement pour la CIA, une mission d'infiltration se transforme en histoire de famille compliquée.;violence;True;;Arnold Schwarzenegger,Monica Barbaro,Milan Carter,Gabriel Luna,Jay Baruchel,Fortune Feimster,Travis Van Winkle,Fabiana Udenio,Barbara Eve Harris,Aparna Brielle,Andy Buckley;;Séries comiques,Séries d'action et d'aventure,Séries US;;684660,81557402,81486213,81157207,80210920,80133543,60001393,81580024,81088495,81195027,81576597,81495803,81435370,81279324,81691686,80170988,81140933,81288983,70143830,70044890,80197327,70281562,81324724,81450827,70155536,70195800
Seulement sur Netflix;The Mother;80210920;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWR2lqILHTgyWUcOS7d8i_973mtiTCuqWWQctdM-TVfuMoOCmyojO2k81rBW_-XQdjoDMJG9uigVIFdfKh6Fm50FYVjPmwT1-Eovwqw0EXUYhvIcDru9s3VcGwezliac18N56RQXfvwk1qpBZur66aaEnzyVU_9kkg0YhMA3JKsB5UqqVz7ycUhedMsaZWM.jpg?r=d13;2023;1 h 57 min;Recommandé à 95 %;16+;Une tueuse à gages formée par l'armée sort de sa clandestinité pour protéger sa fille, qu'elle n'a jamais connue, contre des criminels impitoyables réclamant vengeance.;violence;True;Niki Caro;Jennifer Lopez,Joseph Fiennes,Gael García Bernal,Lucy Paez,Omari Hardwick,Paul Raci,Jesse Garcia,Yvonne Senat Jones,Edie Falco;Misha Green,Andrea Berloff,Peter Craig;Films d'action;Suspense;60022967,81576597,81481808,81279324,81557402,81495803,81195027,81397077,80197327,81324724,81476183,80240371,81486213,80133543,81450827,81221380,81435370,81261170,80111425,81508378,81161372,81073022,81198448,80994340,80232398,80227090
Seulement sur Netflix;Stranger Things;80057281;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdi8BJm4ikQjdPjGGMUVCMRAaLCIyXH_9DqlRHs8FxP2j7-Ax_LSsHdmoDsVkRT61sXGvJgf5YBrhsylWwh38Lv3Ib-pUkGQU1Ulh7lTbGLKyMhSsSiJ8o4v7WliowzqY0yx.jpg?r=e60;2022;4 Saisons;Recommandé à 97 %;16+;Quand un jeune garçon disparaît, une petite ville découvre une affaire mystérieuse, des expériences secrètes, des forces surnaturelles terrifiantes... et une fillette.;violence;False;;Winona Ryder,David Harbour,Millie Bobby Brown,Finn Wolfhard,Gaten Matarazzo,Caleb McLaughlin,Noah Schnapp,Sadie Sink,Natalia Dyer,Charlie Heaton,Joe Keery,Maya Hawke,Brett Gelman,Priah Ferguson,Dacre Montgomery,Cara Buono,Matthew Modine,Paul Reiser,Sean Astin,Shannon Purser;;Séries SF,Séries pour ados,Séries US,Séries d'épouvante;Effrayant;80186863,80223989,81237994,81081050,80084447,80200575,70177057,81198998,80100172,80996532,80174608,80218200,81195027,80241318,80104198,81061734,80106763,81325689,70283264,81183718,80027042,80213226,81012366,81023636,81198948
Seulement sur Netflix;La casa de papel;80192098;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTAP56j1Nd3V-WkWSqIkA-wLos3FhsoGYKIL2o9Hcs0LCgcr8OtU9Ku9s88yEs3RQLMgHLU8pmc5r4iVu8pQPL3fZeQI8OpJWm2aheq-DYfl0_8paIT1SsTcWGN770aUCA_e.jpg?r=c62;2021;5 Parties;Recommandé à 97 %;16+;Huit voleurs font une prise d'otages dans la Maison royale de la Monnaie d'Espagne, tandis qu'un génie du crime manipule la police pour mettre son plan à exécution.;violence, violence sexuelle;False;;Úrsula Corberó,Álvaro Morte,Itziar Ituño,Pedro Alonso,Miguel Herrán,Jaime Lorente,Esther Acebo,Darko Perić,Hovik Keuchkerian,Luka Peroš,Belén Cuesta,Fernando Cayo,Rodrigo de la Serna,Najwa Nimri,Fernando Soto,Mario de la Rosa,Antonio Romero,Mikel Bustamante,José Manuel Seda,Ramón Agirre,Alba Flores,Enrique Arce,Patrick Criado,Diana Gómez,Miguel Ángel Silvestre,Paco Tous,José Manuel Poga,Kiti Mánver,María Pedraza;;Espagnol,Séries policières,Thrillers TV;Suspense;80994082,81040344,81185548,80992058,80200575,80025172,70143836,81450827,80200942,81317562,81495803,81576597,80210920,81011211,70281312,81279324,80235864,80211991,81108579,80117552,81033361,80024057,81261170,81025403,81305487
Seulement sur Netflix;The Night Agent;81450827;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcnmPqMUX_Avp3Wtf3MywHeMHpdb7RaX5-BsKjQ0m8WNzl-LNEXpqO3SY_aLObDrYjdIroYPsUxvpn23iddafG60Noa4Z6vEx2sj5jGfK1LiuoOGwQLXWwgBspb71IL9f3qfOCQVNRsGpZ63jDswkstt-LfnZxIfqxTVoqyBtkuW3EWCp5_TotdaTdmf_Yw.jpg?r=51c;2023;10 Épisodes;Recommandé à 96 %;16+;En assurant une permanence d'urgence, un agent du FBI répond à un appel qui le plonge dans une conspiration meurtrière impliquant une taupe à la Maison-Blanche.;violence;True;;Gabriel Basso,Luciane Buchanan,Hong Chau,D.B. Woodside,Fola Evans-Akingbola,Sarah Desjardins,Eve Harlow,Phoenix Raei,Enrique Murciano,Kari Matchett,Christopher Shyer;;Séries politiques,Séries inspirées de livres,Séries d'intrigue,Séries d'action et d'aventure,Séries US;Suspense;80235864,81396545,81280035,81417796,81576597,81160697,81161372,80210920,80113647,81279324,81478985,81317562,81481808,81495803,80071227,81305487,81073022,81397077,81486213,81288983,80170988,81195027,80185171,81212842,80240371,81314936
Seulement sur Netflix;Crash Landing on You;81159258;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABatHTfbZBZAqmfECmlCAJIykYpUlm8-Y8YuM-n8ZJLnJii4M40IfkNWGLGHaUV5MHP660xFe8BBbBPhvWDg-7CWXVqtqr-z2p1K8hlZMcTXAwwI-C5w9LYs2cygk5YBvJtIF.jpg?r=fdc;2019;16 Épisodes;Recommandé à 93 %;13+;Un accident de parapente catapulte une héritière sud-coréenne en Corée du Nord – et dans la vie d'un officier qui décide de l'aider à se cacher.;;False;;Hyun Bin,Son Ye-jin,Seo Ji-hye,Kim Jung-hyun,Oh Man-seok,Kim Young-min,Kim Jung-nan,Kim Sun-young,Hwang Woo-seul-hye;;Coréen,Séries comiques,Séries comiques romantiques;Attachant,Romantique;80123798,81509440,81473182,81243992,81463556,81365087,81568400,81290293,81486372,81649877,81435649,80990935,81318872,81572781,81518991,81260283,81324724,81517168,81483827,80188354,81205812,81612967,81406881,81682438,81519223,81476183
Seulement sur Netflix;The Glory;81519223;http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABeZZUaP6Pvahe-eM3w_wMytntYnO7prZZtM0NuKsbne77zGmEflYF2xvlZj2Xm7tvdMzKCM1JLIXBfuuqGBT3Jf5zg7IutRI6So_doN_eNSkE_9scjCTOC4MhaGlms-oUJwM.jpg?r=3d2;2022;16 Épisodes;Recommandé à 91 %;16+;Des années après avoir été victime d'horribles agressions au lycée, une femme fomente un plan bien rodé pour assouvir son désir de vengeance et faire payer les coupables.;violence, violences familiales;False;;Song Hye-kyo,Lee Do-hyun,Lim Ji-yeon,Yeom Hye-ran,Park Sung-hoon,Jung Sung-ill,Kim Hieora,Cha Joo-young,Kim Gun-woo;;Séries dramatiques,Coréen;Sombre;81312802,80117470,81403973,81473219,81552615,81011211,81610895,81442115
