ID;categorie;titres;liens_images;année;durée;score_recommendation;age_conseillé;description;prévention;mise_en_avant_supplémentaire;réalisation;distribution;scénariste;genres;avertissement_programme;recommendations;netflix_original;nombre_occurrence
80053476;Séries jeunesse et famille|Pour enfants|Séries nostalgie;Titeuf;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZU88T_oREu9-Puko8-SdD49iqcBBRu2AKoD3ZFKHttVRehIBL_70zvmQg93yHcyxoJge8YBwMzckx_Hic-I7-FdK3FZvus99hA.webp?r=6cb;2009;78 Épisodes;Recommandé à 85 %;7+;Le garçon qui se met sans arrêt dans le pétrin avec son copain Manu décroche sa propre série d'animation télévisée.;;0;;Donald Reignoux,Sabrina Leurquin,Caroline Pascal,Danielle Hazan,Thierry Ragueneau,Vincent Ropion;;Pour enfants,Dessins animés,Séries inspirées de B.D.;;80121840,80233925,70234488,60034572,70267728,80026692,986399,81191047,80231523,81616116,70286809,80206326,70121502,70220028,60020686,81068804,80103408,70180088,80001804,80001803,81475311,81035711,70288408,81186971,70250213,70211391;False;3
80057134;Séries comiques|Les trouvailles du jour pour vous;Henry Danger;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbA2FWfD7GrR9c2iCrbfx4TDJLA_EBKuHUwQXX7toQkVguMxzvCo7i_3m8HREVzz7h52_mOgDXAh015PMMDR-yeyfQoALoBGw0s.webp?r=2e9;2014;26 Épisodes;Recommandé à 92 %;7+;Un nouveau job à mi-temps oblige Henry Hart à mener deux vies de front : celle d'un ado ordinaire et celle du super-héros Kid Danger.;;0;;Jace Norman,Cooper Barnes,Riele Downs,Sean Ryan Fox,Ella Anderson,Michael D. Cohen;;Pour enfants,Sitcoms,Séries comiques;;80011621,80201035,80225085,81628818,81670673,81186615,81616116,80243216,81011712,80103408,81068804,80027564,80164216,81050106,80042307,60031264,80020540,80176076,81026605,81475311,70021640,81354663,81186971,70172485,80174285,70252973,81024153,80994666;False;2
80057506;Séries surnaturelles;Tarzan et Jane;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQ3hSblQzFJnxunyX_5E5S17FTxg9SpN9QxRD32zGiU2ChIKTFKmFQNU8jSc5D912Bnq-SGTAJhRRMJRMGTi2alFgv8mBjOcEBU-6KaoQCc256KP98Cy3X-mjv6UH_z_kiOF.jpg?r=e41;2018;2 Saisons;;7+;Rescapé d'un accident d'avion et doté de pouvoirs surnaturels, l'adolescent Tarzan s'allie à Jane, courageuse citadine, pour protéger sa maison : la jungle.;;0;;Marci T. House,Michael Dobson,Omari Newton,Paul Dobson,Rebecca Shoichet,Giles Panton,Kathleen Barr,Doron Bell,Brian Dobson,Bradley Duffy;;Pour enfants,Séries inspirées de livres,Dessins animés;;81154166,81038163,80218108,81280792,81628818,81145135,80101401,81616116,80204447,80049870,80103408,60020686,80023612,60031264,81108751,81475311,81076952,70298991,81267965,80219119,81153694,81186971,81010139,70125931,80167821,80994666;True;1
80060413;Séries jeunesse et famille|Pour enfants|Les trouvailles du jour pour vous;Heidi;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQBLEFUHDFYOoWe8YKj1IrfM3aMz24cLMg5bl3D1qNm2CUTn5HiCeRN8NcT_xEiYLI2c540I5L7md-t2x2yKMBhPoG0q-SPEM7M.webp?r=2ff;2020;2 Saisons;Recommandé à 83 %;7+;Une petite orpheline pleine de cran est envoyée vivre chez son grand-père dans les montagnes. Elle y découvre tout un monde d'aventure et d'émerveillement.;;3;;Monique Hore,Sophia Morrison,Peter McAllum,Nicole Shostak,Jamie Croft,Beth Armstrong,Kate Fitzpatrick,Penny Cook,Charlotte Hamlyn,Tess Meyer;;Pour enfants,Séries inspirées de livres,Dessins animés;;70234488,80214236,60034572,70033005,80025494,81191047,80121839,70287700,81616116,70286901,60020686,80164216,81050106,81311604,70041962,80042177,80172283,81475311,80097248,80026226,80093829,80230507,70234499,81186971,81208524,60034386;False;3
80061943;Animes inspirés de mangas|Séries internationales|Animes japonais;En selle, Sakamichi !;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABVRhXD2FUhr_qCPA57-bxTcdz8iu5b1diPcJlrCgjW10kvmyKsIdPXU3dvkoTwhqZL6f37XhLxfV-luNEukHojoUoW-WwRaxa8M.webp?r=54b;2014;2 Saisons;Recommandé à 63 %;13+;Un ado timide et fan d'anime est convié à joindre le club de cyclisme du lycée où ses coéquipiers vont l'aider et l'encourager à développer ses talents de coureur.;;0;;Daiki Yamashita,Kohsuke Toriumi,Jun Fukushima,Hiroki Yasumoto,Showtaro Morikubo,Kentaro Ito,Daisuke Kishio,Yoshitsugu Matsuoka,Junichi Suwabe,Ayaka Suwa,Megumi Han,Tomoaki Maeno,Tsubasa Yonaga,Tetsuya Kakihara,Satoshi Hino,Hiroyuki Yoshino,Atsushi Abe,Koji Yusa,Kouki Miyata,Hiro Shimono,Wataru Hatano,Yuichi Nakamura,Kenji Nojima,Mamoru Miyano,Daisuke Ono,Yuma Uchida,Jun Fukuyama,Mitsuhiro Ichiki;;Séries pour la famille à voir ensemble,Japonais,Séries d'animation japonaise,Anime dramatique,Anime sportifs;;80117781,80007757,80023687,70205012,80090370,80045948,81091393,81318842,70266998,80011358,70300472,80000603,80052669,80172949,80995578,81000388,81005375,81177634,81186862,80986797,80191008,81019771,70299043,81364944,80236253,81249833;False;3
80065386;Séries incontournables|Séries|Séries SF US|Séries saluées par la critique|Séries d'action et d'aventure|Séries US doublées en français|Séries SF;Supergirl;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdporPniMl37s2TC80f9Lq2PgILG19ApQSNnOVjNykLjezh_2A1itkBL0G3a45jE8HkzBj8SyvCn_jDzVugkoSLQfqZzL5ribhg.webp?r=265;2021;6 Saisons;Recommandé à 90 %;13+;Pour éviter un désastre, Kara Danvers révèle ses pouvoirs et sa véritable identité : cousine de Superman, gardienne de National City, on l'appelle désormais Supergirl.;;0;Jesse Warn;Melissa Benoist,Mehcad Brooks,Chyler Leigh,Jeremy Jordan,David Harewood,Calista Flockhart,Emma Tremblay,Adrian Pasdar,Katie McGrath,David St. Louis,Odette Annable,Floriana Lima,Erica Durance;;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;;70119441,81030627,70177057,80216309,80202809,60004481,70208599,81171201,81165134,80166369,70283264,80187362,70266998,80178687,81004278,80066080,80170280,80157091,80027042,80091595,80014749,81161789,81073022,80029196,80133543,81249833;False;8
80066080;Séries incontournables|Séries SF US|Séries saluées par la critique|Séries d'action et d'aventure|Séries US doublées en français|Séries SF;DC's Legends of Tomorrow;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWUugFKpuXPkyu13zynGifdOseXFOZ1blNdPnPrQvCGCr3RYuETM1K9NYZxYXJ7QAxkYXINRC6afPGWbCNLsyrn41rZ0o5FLSXE.webp?r=d6e;2021;6 Saisons;Recommandé à 73 %;13+;"Un mystérieux ""maître du temps"" revenu du futur fait appel à des super-héros et des méchants pour former une équipe d'élite qui protégera la planète contre un tyran.";;0;;Caity Lotz,Victor Garber,Brandon Routh,Franz Drameh,Amy Pemberton,Dominic Purcell,Maisie Richardson-Sellers,Nick Zano,Arthur Darvill,Wentworth Miller,Tala Ashe,Adam Tsekhman,Christina Brucato,Simon Merrells,Nils Hognestad,Jes Macallan,Keiynan Lonsdale;;Séries SF,Séries d'action et d'aventure,Séries US,Séries inspirées de B.D.;;70119441,81030627,70177057,81612863,81057361,60004481,70208599,81165134,80166369,70283264,80187362,81194641,81004278,70142405,80065386,80157091,80027042,80091595,80170280,80014749,81161789,81073022,80029196,80133543,81249833;False;8
80066429;Seulement sur Netflix|Séries guerre et politique|Séries avec distribution d'ensemble|Séries dramatiques;Ingobernable;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTMjxOIY4fDKHR1Hwbj66USgWcbhttYSmso0F2hEp8jbvErdBaMRj0DsTlbXMwPN3hwTrP6Ey_wAP-3_nTy5d4UPjhfe9lehHiGdaFYpn6-Y93dRzg52X3S5X47dTkD3x32L.jpg?r=943;2018;2 Saisons;Recommandé à 55 %;16+;Femme de conviction, la première dame du Mexique décide de mettre toute son énergie au service de la vérité après avoir perdu foi en son mari.;violence;0;;Kate del Castillo,Eréndira Ibarra,Alberto Guerra,Erik Hayser,Luis Roberto Guzmán,Álvaro Guerrero,Maria del Carmen Farías,Aida López,Tamara Mazarraza,Martijn Kuiper,Alicia Jaziz,Jack Duarte,Hernán Del Riego,Isabel Aerenlund,Alessio Valentini,Mabel Cadena,Maxi Iglesias,Otto Sirgo,Susana Rojas,Ángela Casanova,Fernando Luján,Marianna Burelli,Marina de Tavira,Marco Antonio Treviño,Harold Torres,Diego Cadavid;;Séries politiques,Séries dramatiques,Mexicain;Torride,Suspense;70195800,70281312,81252980,81494917,80211572,81564749,80241181,80176893,81408600,80107369;True;4
80070050;Séries guerre et politique|Séries dramatiques|Séries|Films d'époque Émotion|Séries saluées par la critique|Séries romantiques|Séries internationales;Poldark;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABRrg0daBeZbsr7KIBJJbTBB_-u6-PYMqatqedVvSNFiTPvhMo_XYGwZze5o9tMNQLJ7xzh2DHWpujEe-edLry0wIL_ruCbbM-qc.webp?r=74d;2019;5 Saisons;Recommandé à 88 %;13+;De retour de la guerre, un soldat britannique tente de rebâtir son empire et de rouvrir la mine de son père tout en cherchant l'âme sœur.;;0;;Aidan Turner,Eleanor Tomlinson,Ruby Bentall,Beatie Edney,Jack Farthing,Heida Reed,Kyle Soller,Luke Norris,Phil Davis,Warren Clarke,Caroline Blakiston,John Nettles,Gabriella Wilde,Pip Torrens,Christian Brassington;;Séries dramatiques romantiques,Séries dramatiques,Britannique,Séries inspirées de livres,Films d'époque;Émotion,Romantique;70195800,70301870,81140933,81410649,70213223,81435805,81672245,81564749,80176893,80213020,81426931,80161728;False;7
80075820;Les trouvailles du jour pour vous;Chasseurs de Trolls : Les Contes d'Arcadia;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABU273wP0gg_pofWnIrf3judaqKxiWDdFtXR4VxEPSBt9nQnWhcI3Yq9scJlBMmDxVo_4R8L44WU50ql8R51JJOEDncz5KqNVxTUcyrP0HxRPIgxNdXxd6QCMYmeFg-H8O-Ux.jpg?r=c13;2018;3 Parties;Recommandé à 86 %;10+;Dans cette série créée par Guillermo del Toro, un ado sans histoire se pose en véritable sauveur de l'humanité après avoir mis la main sur une mystérieuse amulette.;;0;;Kelsey Grammer,Emile Hirsch,Charlie Saxton,Lexi Medrano,Jonathan Hyde,Fred Tatasciore,Anton Yelchin,Ike Amadi,Rodrigo Blaas,David Bradley,Clancy Brown,Brook Chalmers,Guillermo del Toro,Grey Griffin,Mark Hamill,Chad Hammes,Lena Headey,Anjelica Huston,Tom Kenny,Amy Landecker,Steven Yeun,Ron Perlman,Laraine Newman,James Purefoy;;Pour enfants,Séries pour la famille à voir ensemble,Séries inspirées de livres,Dessins animés,Séries fantastiques;;;True;1
80077417;Séries guerre et politique|Séries incontournables|Séries SF US|Séries saluées par la critique|Séries d'action et d'aventure|Séries US doublées en français|Séries SF;Colony;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABU8ARYX_RjiqAJPUgPBO-oct-kAo_hOrArAsLNjBnDAUlIp06MGK3DPF9bmf19FgXyTna52gQmeI3EcwKlhlaHd3T9tFQ8xLK6I.webp?r=afe;2018;3 Saisons;Recommandé à 62 %;16+;Dans la colonie fortifiée d'une Los Angeles maintenant contrôlée par des extra-terrestres, un ancien agent du FBI et sa femme risquent tout pour retrouver leur fils.;violence;0;;Josh Holloway,Sarah Wayne Callies,Peter Jacobson,Amanda Righetti,Tory Kittles,Isabella Crovetti,Alex Neustaedter;;Séries politiques,Séries SF,Séries d'action et d'aventure,Séries US;;80171099,80993062,70177057,70056430,70195800,70283264,81194641,80022632,80008434,80197989,80067831,80011206,81008221,81002769,70281312,80202133,80176893,80241181,80236421,81612863;False;8
80077977;Séries avec distribution d'ensemble|Séries|Comédies dramatiques TV|Séries saluées par la critique|Séries US doublées en français;The Ranch;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdB6wS8mwsunGXh1v_2UJPlxctLuBZg4UvU7Q4jtQAKYgQdDD7I-xE5awnkOWMCq_K2PvtQETtHnncLGKZmkJYJtqkAgbcDLhU7F6Hl6M7SkBo2xdHcyEb_DNMscAbpkwQxT.jpg?r=2ff;2020;8 Parties;Recommandé à 69 %;13+;Une ancienne star du football américain, son frère aîné et leur père éleveur de bétail font de leur mieux pour vivre ensemble et maintenir leur ranch à flot.;;0;;Ashton Kutcher,Sam Elliott,Debra Winger,Elisha Cuthbert,Dax Shepard,Megyn Price,Kathy Baker,Kelli Goss,Danny Masterson,Wilmer Valderrama;;Sitcoms,Séries comiques,Séries US;Doux-amer,Émotion;80201035,80209013,70171946,70195800,81327503,70143830,81028174,81288370,70136120,80111373,80095532,81603987,81500842,81047664,81019632,70159317,81045831,70155618,80014749,70153404,81064555,80174285,70155589,80241181,80176893,70281562,80158515;True;5
80080317;Animes japonais|Anime|Séries d'animation japonaise;Black Bullet;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABQxdYtOuONCEuj3kDzX4b07mM_4lETGYFu0gBRVEcOS2N61aj3NRqPpZ-saw4Nx5FYaGXRJcK1XU1yUJHxMvaMaRCj4OYWnOrmk.webp?r=c81;2014;13 Épisodes;;13+;Dix ans après qu'un virus a confiné les humains derrière des barrières de métal, deux amis d'enfance dotés de super-pouvoirs combattent pour sauver l'humanité.;;0;;Yuki Kaji,Rina Hidaka,Yui Horie,Tomoyo Kurosawa,Rikiya Koyama,Aoi Yuki,Yuhko Kaida,Aki Toyosaki,Hiromichi Tezuka,Megumi Han,Tamio Oki,Ami Koshimizu,Subaru Kimura;;Anime SF et fantastique,Anime d'action,Japonais,Animes inspirés de light novels,Séries d'animation japonaise;;80175350,80052713,80182163,80023687,70205012,80198142,80045948,80097594,81091393,80004762,81050064,70266998,80996247,80192979,81026767,80997339,80006146,80011358,80052669,70300472,80200989,80000603,81261630,80241072,70308852,80175351,80191008,81019771,81281582,70299043,81364944,81249833;False;3
80081705;Séries guerre et politique|Séries avec distribution d'ensemble|Séries d'action et d'aventure;Iris;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcxf0uXhFEME_vFzPEjvR79ExP320LOhf6el-nnd3XGFNnMc2eEvY4g7EQtFox97PJjsy8Ut_g6TzIOWmRnw--Uj97TxHLj56MA.webp?r=f98;2009;20 Épisodes;;16+;Les vies de deux amis basculent sans retour quand ils sont recrutés par une organisation top secrète chargée de protéger le pays contre les menaces étrangères.;violence, drogue;0;;Lee Byung-hun,Kim Tae-hee,Jeong Jun-ho,Kim Seung-woo,Kim So-yeon,Choi Seung-hyun,Kim Young-cheol,Yoon Je-moon,Yoon Joo-sang,Lee Jung-gil,Jung Han-yong;;Séries politiques,Coréen,Séries inspirées de livres,Séries d'action et d'aventure,Thrillers TV;Suspense;81000511,81336431,81399639,81312457,70056430,81552615,81061735,81279324,80188423,70020509,60022974,80188730,80236314,81482654,81483462,80998966,81478004,81478985,70208104,70281312,80187302,80226234,60026139,81577271,81482512;False;3
80082242;Films d'époque Émotion;La femme la plus détestée d'Amérique;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABdIo30J7jDMPEUByPAVsl-tdM9Vc4Cbgg9j_44gN2AVq3F0Z0rjF1mUgaZ9eXBX9XA7yN-X_L-2JiWBfK7eBs81jjKeS31z7fqHoUFCK2Wo0nNs0WifmEvg6Zk_WGSfNxaZQ.jpg?r=699;2017;1 h 32 min;;16+;Ce drame relate la vie controversée de l'Américaine Madalyn Murray O'Hair, figure de l'athéisme qui ne recula devant aucune bataille judiciaire pour instituer la laïcité.;violence, violence sexuelle;0;Tommy O'Haver;Melissa Leo,Josh Lucas,Vincent Kartheiser,Juno Temple,Adam Scott,Peter Fonda,Sally Kirkland,Rory Cochrane;Tommy O'Haver,Irene Turner;Drames,Films d'époque,Films inspirés de faits réels,Drames sociaux;Insolite,Intimiste,Émotion;81350434,80146804,80064511,80128245,80994011,80017529,80099974,80992607,80226212,81435227,81071970,80202075,80223927,70114497,81603987,81248111,81028975,80067522,81211846,81140933,80144803,81346330,81365134,80241181,80207506,81043755;True;1
80090370;Séries policières|Animes inspirés de mangas|Animes japonais|Anime|Thrillers et intrigues TV|Séries internationales|Les trouvailles du jour pour vous|Séries d'animation japonaise;Détective Conan;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABbKky-yBuCfVVOvXAr_1kDj00S_RK-x1IjcIYRbxC16t6bIDp2d6RTj15o4O6QuaWF5EU-E2Q9uYgV7io50iQc-bAapaWVZ0KuQ.webp?r=182;1999;4 Collections;Recommandé à 85 %;13+;Une terrible potion l'ayant fait redevenir enfant, le détective Conan résout de sombres affaires et mène l'enquête pour retrouver les criminels qui l'ont empoisonné.;;0;;Minami Takayama,Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Kenichi Ogata,Megumi Hayashibara,Yukiko Iwai,Ikue Otani,Wataru Takagi,Chafurin;;Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise,Séries policières;Suspense;70177034,81499847,80117781,80023687,70205012,70028883,80045948,81091393,81054849,70266998,70205014,70300472,80000603,80052669,70297439,80172949,60023642,81261669,80995578,81005375,81409869,81033445,81073022,28630857,80175351,80037677,80237937,70299043,81249833;False;10
80093324;Séries guerre et politique|Séries|Films d'époque Émotion|Séries d'action et d'aventure|Séries romantiques|Séries internationales;The Empress Ki;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABWPS4U93Rj5FlGrLf4V7BIHtEFW9wq9khH5vikFqeTxGnMyvb227h0qYtXi3xhplmeIyLqQI0AH3idwsolDO6M96cfDtP09Ef_M.webp?r=a80;2013;51 Épisodes;Recommandé à 77 %;13+;Née en Corée, elle affronte l'amour, la guerre, et les querelles politiques et nationalistes pour devenir une puissante impératrice dans la Chine de la dynastie Yuan.;;0;;Ha Ji-won,Joo Jin-mo,Ji Chang-wook,Baek Jin-hee,Kim Seo-hyung,Jeon Kook-hwan,Lee Won-jong,Lee Moon-sik,Kwon Oh-jung,Choi Mu-sung,Kim Young-ho,Jin Yi-han,Yoo In-young;;Séries politiques,Coréen,Séries d'action et d'aventure,Films d'époque;Émotion,Romantique;80123798,81033645,80998940,81482476,70215459,80188423,81211303,80986896,81279108,80025266,81167137,80188730,81028895,80196931,80031790,81225069,81093222,80178564,81203251,81267722,81422314,81249833;False;8
80095299;Seulement sur Netflix|Téléréalité pour se distraire|Téléréalité;Ultimate Beastmaster;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfKpibtITospEWU6CVRj4cYF3V8ISK1SbsB-c39LmcedRM7dGvJwBzibLGBtsJd3gD1zE91uu0yJA2e3yfFQBtGf2srL7I8U3c_NJbj0QqwsYTTzwc0tz40oXOM61qLSJOqr.jpg?r=e62;2018;3 Saisons;;10+;Dans cette intense course d'obstacles en 10 épisodes, des athlètes d'exception venus des USA et d'autres pays s'affrontent pour l'argent, l'honneur et la gloire.;;0;;Tiki Barber,CM Punk,Terry Crews,Chris Distefano,Francesco Facchinetti,Bianca Balti,Vidyut Jammwal,Sarah-Jane Dias,Bin Gu,Qinyi Du,Paula Vázquez,Saúl Craviotto,Gilles Marini,Sandy Heribert,Charissa Thompson,Yuji Kondo,Sayaka Akimoto,Luke Mockridge,Hans Sarpei,Su Kyung-suk,Park Kyeong-rim,Luis Ernesto Franco,Inés Sainz,Sylvester Stallone,Nick Cummins,Dannii Minogue,Stuart Bennett,Kate Abdo,Rafinha Bastos,Anderson Silva,Micky Beisenherz,Jeannine Michaelsen;;Séries pour la famille à voir ensemble,Téléréalité avec concours,Téléréalité,Séries US;Montée d'adrénaline;81196469,81326202,81205738,80213322,81061828,81385072,81307101,81480089,81507860,81470327,81610166,81002465,81024999,81506279,81436207,80216665,81286686,81205737,81267200;True;3
80095532;Séries saluées par la critique;Au fil des jours;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfw4ONw_Zk2BECXkw9knSxrMWlMk1KhvX40NCuKzwn1QnFibBs-Jnldm6bFZurAMq2HCrk3iTua8Z_d91gYKvpRWqZHp9r6Y5o4cjQb1xMlKMCy6LpYBDQnaXRZQP2ZWFdIR.jpg?r=dd1;2019;3 Saisons;;13+;"Dans cette série classique revisitée, une mère se retrouve seule pour élever deux ados, ""aidée"" par sa propre mère aux méthodes d'éducation d'un autre temps.";;0;;Justina Machado,Rita Moreno,Todd Grinnell,Isabella Gomez,Marcel Ruiz,Stephen Tobolowsky;;Sitcoms,Séries pour la famille à voir ensemble,Séries comiques,Séries US;Bonne humeur,Décalé,Émotion;80201035,81026218,80209013,81468289,70195800,81327503,70143830,81288370,70136120,80027158,81047664,81249731,70155618,80014749,70153404,80211884,81064555,81455921,80174285,70155589,70281562,80158515,80244332;True;1
80095698;Séries incontournables|Comédies dramatiques TV;Dear White People;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZA6J44-ENZyIKMuQHeuIACB8SFKlCWUAfDAsrWMht69JKV9yqM1EypYbv8bYuhLz6r_JQx-BJkqRWRipUE8UaqrDVQWbGOIl6KD5E6alCrOXEzgdOzikzLGe-501rM8DfVp.jpg?r=2c8;2021;4 Volumes;;16+;"Des étudiants noirs font face aux affronts quotidiens et aux décisions polémiques d'une prestigieuse fac américaine pas aussi ""post-raciale"" qu'elle ne le paraît.";;0;;Logan Browning,Brandon P. Bell,DeRon Horton,Antoinette Robertson,John Patrick Amedori,Ashley Blaine Featherson,Marque Richardson,Jemar Michael,Courtney Sauls,Joi Liaye,Giancarlo Esposito;;Séries comiques,Séries US;;70143836,80200549,81053303,70195800,70143830,81028174,70136120,80027158,80244296,80024057,80117554,70155618,81194505,81455921,81056700,80244479,70155589,80241181,80207506,70281562;True;3
80097141;Séries saluées par la critique|Séries dramatiques;Godless;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABfYW2e8Bx5zquZ8WBnhKsJ43lLl0EF4Wn7m3zkCqv_yUbB_js4NlTuyg376AkQnG2i9JqKvYmCvIGdx3yCFy8mo9tvqUUqi134k689CegaWhEqhynlUan6-tmPyxuVvktXN6.jpg?r=e7a;2017;Mini-série;Recommandé à 55 %;16+;Un hors-la-loi sans pitié terrorise le Far West tandis qu'il traque un ancien membre de son gang qui a refait sa vie dans une tranquille bourgade peuplée de femmes.;violence, violence sexuelle;0;Scott Frank;Jeff Daniels,Michelle Dockery,Jack O'Connell,Scoot McNairy,Merritt Wever,Thomas Brodie-Sangster,Sam Waterston,Tantoo Cardinal;;Séries dramatiques,Séries US;Sombre;60011663,81582615,80017529,81368729,60011152,70266110,80175798,70305907,80216706,80127990,60001044,81411285,81077494,81603987,80175694,60028308,80182016,70230640,80013871,81210670,81127997,80241181,80207506,80039517,80200267,81612863;True;2
80097225;Séries SF;Kiss Me First;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABTrL65hNB1Kfo4wXwLv4mj7aaHXNyS3XUAMJQBmCB6pwDAFcmzeHV4NdW5l-gDyk8flIhi3-5W8ZA7eUy36KmYfi0Ut0VAXH8GHYIPwHFekHR5PnhKO_C_LC66LGKaQnFw1M.jpg?r=d51;2018;6 Épisodes;;16+;Une jeune femme solitaire accro à un jeu de réalité virtuelle rencontre une fêtarde qui lui fait découvrir un monde de sensations fortes et de sombres secrets.;suicide;0;;Tallulah Haddon,Simona Brown,Matthew Beard,Matthew Aubrey;;Britannique,Séries SF,Séries inspirées de livres,Séries pour ados,Séries d'action et d'aventure;À énigmes,Sombre;80213445,80241539,70177057,70283264,80221644,81483047,80014749,81176967,81249833;True;1
80097594;Séries surnaturelles;B: The Beginning;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABcLlblgarh7s_PX1mQWAvHTmNye5sDj_-p8PNG0nxB5ZrbT5vc0rtNZRcp428xZtA9hiaL3VNLq20dvjevCsgdSd6TGOxj1epRoc4oSLzQbAUlYzvoqkn1AkhyCEfVmmSUV3.jpg?r=5a3;2021;2 Saisons;;16+;Le détective de génie Keith Flick intègre la police royale tandis qu'émerge B, un tueur en série. Le mystérieux Koku sera-t-il un allié ou une cible ?;violence;0;;Hiroaki Hirata,Yuki Kaji,Asami Seto,Hiroki Touchi,Minoru Inaba,Ami Koshimizu,Toshiyuki Toyonaga,Shintaro Tanaka,Atsushi Goto,Toshiyuki Morikawa,Kaito Ishikawa,Satomi Sato,Yu Kitada,Mitsuki Saiga,Kazuya Nakai,Nozomi Kameda,Makoto Awane,Takuma Terashima;;Anime SF et fantastique,Anime d'action,Japonais,Animation d'intrigue et thriller,Séries d'animation japonaise;Sombre,Suspense;80023687,80045948,80224581,81091393,70266998,80996247,80006146,70300472,80200989,81249833,70308852,80080317,81177634,81186862,80191008,80174974,81034907,81364944,80997339;True;1
80101826;Les trouvailles du jour pour vous;LoliRock;occ-0-2773-2774.1.nflxso.net/dnm/api/v6/6gmvu2hxdfnQ55LZZjyzYR4kzGk/AAAABZQ11czLHnfLpBuhHIAaOMDS6G8yEEu-tV-gP1Y-F4Tw4psJRSKWUTzp117j3kCTzawxd1wwSxmqiFYZ5k8taHUIVQ5RsY_4GOg.webp?r=c56;2016;2 Saisons;Recommandé à 82 %;7+;Une adolescente à la voix d'ange devient star de la pop, mais découvre qu'elle possède des pouvoirs provenant d'un royaume magique où elle est une princesse perdue.;;0;;Kazumi Evans,Kelly Sheridan,Vincent Tong,Ashleigh Ball,Tabitha St. Germain,Mackenzie Gray,Matt Ellis,James Kirk,Chiara Zanni;;Pour enfants,Grandir en musique,Dessins animés;;80175619,80163222,81397437,70294800,70300626,70177033,80105933,80026692,81145135,81607651,70180051,81191047,80057968,81616116,80025553,70197459,81068804,81604827,80164216,70281343,80179762,70302614,81186971,80007778,80167821,80994666;False;1
